seg_id,eco,dev_id,t_start,t_end,n_packets,n_unique_adva_in_seg,n_adv_tag_packets,CFO_Hz_mean,CFO_Hz_std,CFO_Hz__iqr,CFO_00_Hz_mean,CFO_00_Hz_std,CFO_00_Hz__iqr,CFO_11_Hz_mean,CFO_11_Hz_std,CFO_11_Hz__iqr,CFO_10_Hz_mean,CFO_10_Hz_std,CFO_10_Hz__iqr,CFO_01_Hz_mean,CFO_01_Hz_std,CFO_01_Hz__iqr,duration_obs,duration_est,cfo_std_norm,label,src_file
0,APPLE,59:B8:5B:21:62:2D,510.9040000000096,510.9040000000096,1,1,0,-8878.0,,0.0,75002.0,,0.0,-84117.0,,0.0,65623.0,,0.0,-131876.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,59:B8:5B:23:62:AC,244.3610000000044,244.3610000000044,1,1,0,-17651.0,,0.0,87198.0,,0.0,-85131.0,,0.0,89326.0,,0.0,-127038.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,59:BC:59:21:62:28,859.8780000000115,859.8780000000115,1,1,0,-28106.0,,0.0,96445.0,,0.0,-99164.0,,0.0,72365.0,,0.0,-144458.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,59:BC:59:21:62:2D,450.8110000000015,450.8110000000015,1,1,0,-23214.0,,0.0,79308.0,,0.0,-112104.0,,0.0,76062.0,,0.0,-147657.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,59:BC:5B:20:62:2D,529.0560000000114,529.0560000000114,1,1,0,-16167.0,,0.0,48705.0,,0.0,-123081.0,,0.0,71350.0,,0.0,-126710.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,59:BC:5B:21:62:29,623.4030000000057,689.5020000000077,2,1,0,-33185.0,3593.5166619900347,2541.0,70345.0,13115.416577448084,9274.0,-93544.0,12767.520041104302,9028.0,76101.0,2153.8472554942236,1523.0,-103110.5,4113.240146162147,2908.5,66.09900000000198,1800.0,19222.249725253285,Benign,controlled/Benign/airport.csv
0,APPLE,59:BC:5B:21:62:2C,240.5160000000033,240.5160000000033,1,1,0,-3135.0,,0.0,101010.0,,0.0,-106200.0,,0.0,76823.0,,0.0,-132006.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,59:BC:5B:21:62:2D,37.70700000000943,885.9990000000107,10,1,0,-19590.9,10577.52443680047,7022.5,68499.1,8648.39537396646,10007.0,-101788.1,15331.179960749561,8070.75,73709.2,11641.03415413673,18155.25,-126525.0,15629.5934616924,22063.5,848.2920000000013,1800.0,28311.15880178698,Benign,controlled/Benign/airport.csv
0,APPLE,5A:16:90:16:5E:14,885.1710000000021,885.1710000000021,1,1,0,-17629.0,,0.0,87024.0,,0.0,-119285.0,,0.0,60258.0,,0.0,-122679.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,5A:16:B0:06:4E:14,394.3669999999984,394.3669999999984,1,1,0,-32252.0,,0.0,77109.0,,0.0,-95576.0,,0.0,51553.0,,0.0,-120156.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,5A:56:B0:02:4E:14,137.79300000000512,137.79300000000512,1,1,0,-40510.0,,0.0,48593.0,,0.0,-93284.0,,0.0,62761.0,,0.0,-113072.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,5A:56:B0:06:4E:14,554.5390000000043,554.5390000000043,1,1,0,-39611.0,,0.0,91995.0,,0.0,-93957.0,,0.0,69133.0,,0.0,-122930.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,5A:56:B0:16:4E:14,321.7530000000115,975.2360000000044,9,1,0,-29472.777777777777,13691.054769244203,10719.0,77319.55555555556,6167.74703824482,8461.0,-97524.88888888889,5451.275319694569,8383.0,55110.555555555555,13966.904579318132,17700.0,-121877.77777777778,16048.6848353516,18688.0,653.4829999999929,1800.0,26605.20992786104,Benign,controlled/Benign/airport.csv
0,APPLE,5A:56:B0:16:5E:14,849.169000000009,849.169000000009,1,1,0,-16954.0,,0.0,64034.0,,0.0,-106724.0,,0.0,13198.0,,0.0,-132215.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,5A:56:B8:12:4E:14,105.13999999999942,105.13999999999942,1,1,0,-20778.0,,0.0,82816.0,,0.0,-86040.0,,0.0,69350.0,,0.0,-140026.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,5A:56:B8:16:4E:14,939.622000000003,939.622000000003,1,1,0,-33528.0,,0.0,62510.0,,0.0,-88312.0,,0.0,60704.0,,0.0,-106281.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
