pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,_group
144916,1769130483.0162876,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20555.774394,14650.651905,-20555.774211,343750.427046,295110.670177,0.961665,69.018276,23.0,-15084.177013,19.039978,595744.680851,376.0,18392.464844,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-53125.894531,-30389.761719,2116371664,2116372416,4206.864709,-93124.390452,-14959.966017,23238.516008,
144928,1769130483.3620615,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32624.511268,16432.780646,32624.51057,367245.103667,277589.004243,0.984167,-51.808591,2.5,37540.680794,20.886435,226063.829787,376.0,17736.261719,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,72010.109375,16136.337891,2116530101,2116530853,19829.266611,11115.470454,48968.29877,50609.833078,
144929,1769130483.4115455,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,33155.49523,16489.455124,33155.494522,366449.387796,280535.648546,0.984137,-51.636668,2.5,37404.412644,20.930206,226063.829787,376.0,17779.480469,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,94421.882812,16194.503906,2116530102,2116530854,25048.379,38537.078758,44539.496269,22390.893946,
145018,1769130484.1199846,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,9441.017043,8880.819199,9441.016786,328962.977103,265068.880909,0.910715,-66.575144,3.5,21582.235699,27.021736,53191.489362,376.0,8831.078125,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,15834.941406,12028.625,2117284157,2117284909,-16096.131901,3922.853042,38492.759081,2930.900631,
145019,1769130484.1626687,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,9865.39192,9098.501658,9865.392814,327968.269801,249892.059304,0.911581,-66.684385,3.5,21476.894195,26.996778,53191.489362,376.0,9282.217773,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,15834.941406,12005.600586,2117284158,2117284910,-11286.25352,26533.326124,5022.739462,13596.276108,
145118,1769130485.7416587,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-7995.302708,-1196.358973,-7995.302785,355771.864833,262829.385436,1.00414,42.900824,0.5,21274.942487,22.925407,366666.666667,360.0,1751.768433,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-571.516235,3712.146484,2118849260,2118849980,-12560.596417,-16564.289801,52065.410843,-36804.258199,
145119,1769130485.778849,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8544.757172,-1080.151269,-8544.758574,354720.139393,266261.099678,1.002998,43.515165,0.5,21079.315611,22.968894,366666.666667,360.0,1651.374146,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3698.625488,3603.570801,2118849261,2118849981,-35122.440512,11993.702841,42670.888461,-26144.611305,
145142,1769130486.247405,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,15397.474128,11438.520027,15397.474347,337556.413545,240983.499745,1.047322,-28.55385,3.0,36977.143346,22.981689,305851.06383,376.0,8838.390625,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,22870.007812,21537.464844,2119244414,2119245166,4185.295097,18022.274856,20815.478861,23430.114721,
145143,1769130486.2927415,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,15827.418488,11350.23965,15827.419175,336236.503284,255766.434529,1.046024,-28.561124,3.0,36923.992148,22.969485,305851.06383,376.0,9115.762695,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,25580.626953,21474.367188,2119244415,2119245167,9460.466716,29979.651825,18038.209047,4941.050449,
145166,1769130486.6734247,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-9431.219195,20283.161097,-9431.22012,344124.374048,266119.945747,0.972639,-82.421846,2.5,2721.943411,22.292782,239361.702128,376.0,341.713531,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-14423.019531,-9386.657227,2119541347,2119542099,18935.905408,-21958.787307,-41835.48159,11606.243593,
145167,1769130486.7444315,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,3472.781922,3118.285407,3472.781227,359434.05187,263436.051387,0.963281,59.958679,3.0,18771.624522,24.388727,175531.914894,376.0,-1775.234741,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,21104.775391,5874.641113,2119559820,2119560572,29919.58459,-48422.212159,5953.442563,13372.473479,
145168,1769130486.7921119,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,3125.478289,2980.116229,3125.47888,358444.473787,272111.737025,0.962894,60.420074,3.0,18680.912905,24.369096,175531.914894,376.0,-1625.792114,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,19555.792969,5831.405762,2119559821,2119560573,19273.350348,-43453.091026,27657.123876,-1899.205498,
145212,1769130487.288329,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,57206.242985,6859.187691,57206.243515,362834.482889,271110.178059,0.989902,-52.900138,2.0,61224.518613,21.274557,473404.255319,376.0,19477.439453,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,121867.179688,55091.148438,2120043698,2120044450,74921.500287,-24075.668455,64466.685789,98083.76259,
145213,1769130487.4085968,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,57392.77449,6585.903721,57392.773781,361954.575885,285274.069442,0.98799,-54.318851,2.0,61121.383093,21.268601,473404.255319,376.0,19248.660156,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,123783.320312,55162.292969,2120043699,2120044451,74621.384552,-26632.079926,81583.448284,84039.163749,
145217,1769130487.4588935,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,2904.88245,438.961499,2904.882305,344281.521883,262644.169077,0.934846,-63.204668,2.0,34264.576998,23.810603,164893.617021,376.0,-3826.271973,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1291.527832,12595.353516,2120090835,2120091587,-3360.043963,-29222.539477,3900.478354,72956.130946,
145218,1769130487.50474,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,3224.584902,263.338142,3224.58338,343464.914885,256388.876876,0.933349,-63.678246,2.0,34131.455802,23.744366,164893.617021,376.0,-3700.618408,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1291.527832,12502.384766,2120090836,2120091588,22441.971595,-48351.26445,-11902.855188,66570.570726,
145235,1769130487.672479,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20500.477574,15965.171855,-20500.47796,344415.665262,273971.219435,1.018425,-31.885855,24.0,-13999.600412,18.612058,593085.106383,376.0,20104.847656,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-103382.835938,-26648.074219,2120378776,2120379528,-17823.838271,-88346.822842,-1095.257866,27469.450667,
145236,1769130487.71895,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19922.472942,15932.840877,-19922.473544,343492.811209,281915.573772,1.017638,-31.93093,24.0,-13721.788356,18.579677,593085.106383,376.0,20494.685547,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-103382.835938,-26542.716797,2120378777,2120379529,-580.381173,-95495.513439,-10292.691612,27839.638537,
145251,1769130488.0677643,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32124.072732,15738.490589,32124.07247,347415.690087,256719.865439,1.027917,34.700297,2.0,37606.388957,21.146457,226063.829787,376.0,16438.244141,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,23506.511719,10523.131836,2120536598,2120537350,20386.13337,3274.007512,51769.869033,52329.502776,
145252,1769130488.1390393,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32674.057282,15772.250456,32674.056982,347488.426429,273089.15855,1.028884,34.594437,2.0,37468.814594,21.185111,226063.829787,376.0,16495.447266,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,23506.511719,10672.669922,2120536599,2120537351,24135.137925,28949.069999,47468.123647,28092.189634,
145317,1769130488.9080937,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,8442.187984,8013.929901,8442.188452,313032.571753,217126.519978,1.158183,2.191769,3.0,19729.426535,27.650535,53191.489362,376.0,8630.376953,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,27682.996094,8240.59082,2121288178,2121288930,-14273.081817,7902.756744,23308.232607,7305.853484,
145437,1769130490.5181015,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-7451.994862,-715.745077,-7451.993098,348093.602637,252188.392433,0.99344,48.576672,1.0,21929.891316,22.830847,366666.666667,360.0,2710.489502,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2330.255371,1302.851685,2122851188,2122851908,-9064.43686,-21042.164072,51131.597716,-35167.53389,
145438,1769130490.5620203,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8037.781343,-597.259747,-8037.782305,347949.616745,281921.295726,0.991665,49.47207,1.0,21745.105022,22.919567,366666.666667,360.0,2595.641357,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5068.344238,1218.526367,2122851189,2122851909,-31650.667698,6724.241287,43173.11154,-24315.534482,
145468,1769130490.9886343,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,15579.600862,10850.281826,15579.601693,318873.356661,240569.986267,0.982902,-50.499697,3.0,37239.79486,23.032304,305851.06383,376.0,7902.563477,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,31602.71875,15294.525391,2123254137,2123254889,3831.131781,18607.299145,22204.227661,22555.425937,
145495,1769130491.290506,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-10489.975563,18752.693469,-10489.976345,341953.86652,275362.3696,0.983716,60.104741,3.0,2166.642407,22.378914,239361.702128,376.0,-411.330963,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-15518.350586,683.769104,2123546593,2123547345,19906.380301,-28755.876754,-43672.219957,15041.111416,
145498,1769130491.343404,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,3228.326634,3585.97487,3228.327049,341429.744166,263822.742298,1.093465,11.041345,3.0,19165.405013,24.067688,244680.851064,376.0,-1499.692017,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-7919.952148,-10153.433594,2123562108,2123562860,24612.687622,-45866.004186,15842.57972,7193.841989,
145514,1769130491.6337035,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,19294.948345,5021.796341,19294.947641,350312.467035,267812.918464,0.993513,-48.42786,3.5,27359.146444,23.160573,2659.574468,376.0,7000.971191,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7489.412109,10824.80957,2123814975,2123815727,-678.829317,28156.675851,22423.402047,43270.851939,
145530,1769130492.0083551,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,58323.119844,6768.653668,58323.120059,337830.955236,257081.806085,1.012251,-28.583655,2.0,63409.301204,21.382025,404255.319149,376.0,20055.482422,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,104910.554688,49430.710938,2124054222,2124054974,74387.488189,-24014.041657,67349.229983,100976.332219,
145531,1769130492.0955439,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,58445.448924,6554.504887,58445.449702,337815.559475,262668.448584,1.010755,-30.779582,2.0,63298.864116,21.427461,404255.319149,376.0,19864.787109,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,106379.851562,49424.21875,2124054223,2124054975,75161.335992,-25778.323712,82006.715294,87955.778778,
145536,1769130492.1451147,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,4046.190694,937.594652,4046.190926,349228.049698,266862.708909,0.907631,-89.521142,2.0,35242.01906,23.804562,164893.617021,376.0,-3265.046387,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-40277.925781,1135.977539,2124107615,2124108367,-2209.018114,-33138.452873,5991.46436,78174.411299,
145537,1769130492.1920164,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,4368.904372,783.718819,4368.905719,348088.523843,282711.672935,0.907108,89.950796,2.0,35111.346689,23.855154,164893.617021,376.0,-3168.544678,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-40277.925781,1076.288818,2124107616,2124108368,25223.735693,-51225.157755,-10401.534825,68633.818766,
145555,1769130492.3429272,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-14178.979827,15790.59796,-14178.979061,322079.980518,237754.123626,1.005552,-35.740296,25.5,-12999.999482,17.799466,686170.212766,376.0,18949.832031,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-88132.75,-26904.177734,2124397450,2124398202,-23135.773948,-57469.105761,-1453.750767,29726.759795,
145556,1769130492.3845663,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-13522.443879,15825.597321,-13522.445491,322274.674313,269291.510312,1.006964,-34.230634,25.5,-12740.329727,17.76452,686170.212766,376.0,19276.511719,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-88132.75,-26772.423828,2124397451,2124398203,-1405.603099,-65566.828264,-10993.368234,25310.581663,
145562,1769130492.7542846,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32618.480056,14827.055647,32618.48015,364255.137823,266204.068925,1.066101,-0.599735,2.5,37776.326759,20.988655,226063.829787,376.0,18002.474609,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,127653.71875,35047.300781,2124555349,2124556101,21044.676759,8448.2483,50752.363846,50143.67882,
145563,1769130492.868064,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,33162.656643,14875.538347,33162.656745,363547.643914,280913.560932,1.068154,-0.476958,2.5,37638.027609,20.969559,226063.829787,376.0,18052.845703,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,128203.195312,34973.878906,2124555350,2124556102,26159.703707,38551.0307,47170.495766,18669.051998,
145615,1769130493.641512,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,9179.420835,8019.918636,9179.422075,326787.182239,242608.929864,1.109965,20.779478,3.0,21352.548017,27.029297,53191.489362,376.0,8245.926758,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,10937.03418,7902.642578,2125293388,2125294140,-16429.950873,3509.578233,35045.114248,6340.470657,
145726,1769130495.2059612,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-7647.33024,-669.830201,-7647.331924,348964.873017,262470.580484,1.053058,14.234779,1.0,20410.402276,22.713057,366666.666667,360.0,2033.108765,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,27860.765625,10433.597656,2126798913,2126799633,-4919.383295,-25961.112055,47816.247656,-34952.181304,
145727,1769130495.2489393,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8156.597358,-633.699184,-8156.598593,347266.645113,277940.122811,1.051419,15.155378,1.0,20224.891958,22.670537,366666.666667,360.0,1854.451294,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,27860.765625,10365.513672,2126798914,2126799634,-26523.876078,-2921.943732,48724.71071,-28663.588835,
145756,1769130495.643376,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,15650.273085,11942.788765,15650.273694,312593.676519,242886.966078,1.076982,16.160835,3.0,37416.403855,23.143001,305851.06383,376.0,8652.662109,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,11795.487305,4531.605469,2127212036,2127212788,3468.889535,14305.316746,24904.601964,26503.786575,
145757,1769130495.6899395,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,16116.999009,11906.919288,16116.99958,311902.772702,259318.055503,1.074766,16.301919,3.0,37360.018863,23.104385,305851.06383,376.0,8931.448242,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,14382.5625,4639.419434,2127212037,2127212789,7955.653028,26051.597417,18078.156625,13233.377788,
145779,1769130496.1000793,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-9610.66913,20583.017954,-9610.666908,339702.371535,265447.224496,0.96801,68.401262,2.5,2168.862784,22.705742,239361.702128,376.0,410.13028,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,14788.667969,3902.169922,2127502618,2127503370,21971.03975,-25203.220309,-42470.535558,10178.176888,
145780,1769130496.1843448,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,4311.111969,4200.521721,4311.111467,333662.729706,257638.837055,0.947093,-71.414915,3.0,20130.448546,24.149483,242021.276596,376.0,-661.774475,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3766.794434,-1629.22876,2127514651,2127515403,29603.49741,-47548.295278,12817.632987,10434.450845,
145781,1769130496.236627,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,3898.092147,4106.855923,3898.092092,332840.96494,264421.577139,0.94853,-70.729531,3.0,20038.644012,24.123017,242021.276596,376.0,-554.932678,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2319.919434,-1605.686157,2127514652,2127515404,17569.840606,-38751.171476,32436.106014,-6641.833629,
145798,1769130496.4315612,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,20474.448277,4368.592307,20474.448665,338933.271336,262840.0948,1.064542,-14.23756,4.0,28258.947447,23.622998,2659.574468,376.0,7435.037109,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,42351.785156,23201.808594,2127765891,2127766643,-531.214302,33367.901337,24016.95493,40614.831732,
145799,1769130496.474641,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,20003.621543,4488.679943,20003.622901,338899.739055,253830.719627,1.064422,-13.574323,4.0,28173.236262,23.586632,2659.574468,376.0,7085.634766,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,41479.097656,23135.644531,2127765892,2127766644,7909.929572,22192.148372,17141.485106,47429.009883,
145818,1769130496.832288,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,57567.999695,7095.935259,57568.000619,372891.73859,271642.030735,0.981405,-76.871271,2.5,62298.172393,21.477946,473404.255319,376.0,19606.347656,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,25368.302734,23272.863281,2128009558,2128010310,74021.980351,-27212.565807,78439.059222,90353.387856,
145824,1769130496.894406,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,3258.376304,233.517106,3258.377075,364750.625351,255406.956818,1.083671,19.244754,2.0,34643.18473,24.095422,164893.617021,376.0,-4650.109863,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5233.09375,19627.390625,2128067963,2128068715,-982.194925,-31961.598607,3083.159897,74418.473265,
145825,1769130496.9391177,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,3637.154304,89.370652,3637.155465,364322.054529,286572.935448,1.08556,18.74632,2.0,34514.814767,24.088083,164893.617021,376.0,-4498.888672,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5674.504395,19509.337891,2128067964,2128068716,25154.921594,-50676.272631,-10752.939582,64584.236748,
145844,1769130497.1035643,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-17438.765747,13517.318923,-17438.76689,294681.430678,233070.388831,0.976895,-72.298499,54.0,-9621.813114,18.802446,593085.106383,376.0,16336.9375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-27652.984375,-23242.652344,2128361317,2128362069,-15212.7226,-85593.065315,1324.76779,29401.384534,
145845,1769130497.1456056,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-16994.73928,13536.721588,-16994.740704,294783.191613,259681.81543,0.975792,-72.69228,54.0,-9347.270207,18.843803,593085.106383,376.0,16641.617188,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-27552.642578,-23173.302734,2128361318,2128362070,6742.947193,-93072.208746,-9374.407777,26715.498607,
145852,1769130497.4939175,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32148.907186,14560.425099,32148.907812,221314.464604,189774.54364,1.065638,10.849119,2.0,37701.989974,21.035056,226063.829787,376.0,16010.358398,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,10147.768555,21566.873047,2128519332,2128520084,21963.104918,18715.897241,48328.998054,38440.732205,
145894,1769130498.3103979,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,7924.997957,8082.512381,7924.997048,203756.177506,180455.088681,0.951884,-55.575323,97.0,19805.189849,27.478844,53191.489362,376.0,7953.375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3193.590332,8982.100586,2129249354,2129250106,-14428.712408,5096.871325,29810.337516,220.446823,
145974,1769130499.7471728,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-9021.714757,-1155.302951,-9021.713564,343633.573212,266327.44016,1.078069,-4.928506,94.5,20328.911039,22.703204,366666.666667,360.0,2310.742188,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-19833.056641,-3597.097656,2130803985,2130804705,-11896.817582,-21688.568868,50338.314252,-36519.08284,
145975,1769130499.7872598,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-9583.335912,-1089.908602,-9583.336561,343704.468163,274902.152037,1.078883,-4.231644,94.5,20145.387898,22.662781,366666.666667,360.0,2149.555176,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-24455.392578,-3567.09668,2130803986,2130804706,-33417.020673,4646.034582,42791.827754,-26585.723067,
145995,1769130500.199334,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,15393.846387,10877.021106,15393.845999,339627.075996,252509.167867,1.069088,-14.981366,3.5,37050.541532,23.363437,305851.06383,376.0,7946.350098,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,50019.578125,11263.947266,2131224671,2131225423,4997.640183,16186.442859,21502.937172,24373.187793,
145996,1769130500.24808,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,15878.877048,10801.604853,15878.876787,339057.359351,269142.328672,1.066929,-15.121774,3.5,36994.463001,23.184958,316489.361702,376.0,8206.416016,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,50019.578125,11318.501953,2131224672,2131225424,9839.337839,27121.511111,16741.899593,9518.987529,
