pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,_group
6908,1769128266.9040036,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,-604.298614,5430.268246,-604.297921,220002.070307,180693.456521,0.945631,86.013229,96.5,6391.513029,23.950484,125000.0,376.0,-665.330444,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,27659.798828,5791.653809,123717001,123717753,-9893.6711,-11652.832293,8479.104232,-1019.300979,
6909,1769128266.9920356,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,-404.357655,5311.309273,-404.357927,219855.08484,190946.501734,0.947238,85.905631,95.5,6358.372502,23.95926,125000.0,376.0,-1021.704102,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,27659.798828,5753.004883,123717002,123717754,-10656.967152,-4577.520295,2624.778529,-224.076303,
7101,1769128271.6335151,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,348.579383,7036.744409,348.578916,271745.074828,202378.379061,1.037706,-19.074885,97.0,8549.419843,23.974768,125000.0,376.0,615.188721,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-10449.670898,-3476.452881,127715492,127716244,-4786.539903,-10964.887683,867.239634,3171.842956,
7293,1769128276.2077608,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,2026.950863,6989.434973,2026.950432,343641.277544,240560.931759,0.996239,47.20595,94.0,9791.775318,24.049486,125000.0,376.0,2802.277344,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1147.374512,-127.355255,131718507,131719259,-4568.001476,-13331.725162,6809.822071,6418.718423,
7294,1769128276.2477205,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,2268.594903,6910.242104,2268.594668,343643.874744,249729.208671,0.996151,47.340938,94.0,9735.109956,24.001428,125000.0,376.0,2447.080078,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8763.030273,-70.324539,131718508,131719260,-4175.33553,-8520.422193,5692.840598,2814.798751,
7448,1769128280.942263,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,2413.915176,7543.664104,2413.914356,325654.516466,246817.946442,0.949089,84.570129,97.0,10480.95938,24.545461,125000.0,376.0,1575.241333,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7525.352051,12709.303711,135725373,135726125,-4302.010737,-7972.746058,2762.434594,6848.971783,
7638,1769128285.1051033,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,644.941788,6255.089906,644.941813,336210.495027,246116.365416,1.050072,-11.446669,87.5,9274.009747,24.385596,127659.574468,376.0,1963.142212,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3889.803467,-5459.412109,139723025,139723777,-4776.397256,-8394.307262,2457.780894,1547.520356,
7639,1769128285.1604888,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,913.841,6162.035093,913.840912,334744.246853,245491.816513,1.048286,-11.295017,87.5,9222.892085,24.451305,125000.0,376.0,1637.489258,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3983.01709,-5395.764648,139723026,139723778,-3966.524645,-7726.662508,1273.269393,1846.766915,
7865,1769128289.5045536,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,1117.935404,6584.467164,1117.934654,336811.014227,231519.495293,0.949716,87.246392,94.0,8778.839819,24.297398,125000.0,376.0,417.494293,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,27833.935547,-829.200195,143729755,143730507,-5476.209324,-9247.353026,2133.081674,4448.073276,
7866,1769128289.5540743,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,1463.444305,6525.543248,1463.443629,336807.766611,274815.473105,0.951194,86.931585,94.0,8722.420317,24.284212,125000.0,376.0,141.793259,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,32320.214844,-790.578125,143729756,143730508,-3129.757658,-7334.782239,5319.363211,-2304.863748,
8025,1769128293.3609087,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,3033.706434,8135.846275,3033.706515,325868.634173,256632.710117,1.018553,33.992475,95.5,9681.349057,23.923592,125000.0,376.0,2860.131348,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-15329.328125,-14752.728516,147624615,147625367,-3276.064563,-7122.204366,4650.21899,4033.339467,
8224,1769128297.656351,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,4326.108459,7260.400053,4326.108717,225288.120274,176989.524712,1.006081,40.031024,97.0,11492.182516,24.787876,125000.0,376.0,3155.949219,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,20347.722656,6124.028809,151622578,151623330,-3176.138889,-7993.940638,7826.125895,7936.434795,
8225,1769128297.7361567,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,4595.804482,7175.25366,4595.804109,225122.916322,191949.392247,1.006292,39.583815,96.5,11441.739722,24.760152,125000.0,376.0,2912.525635,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,20347.722656,6126.199707,151622579,151623331,432.988307,-7890.095051,8634.268741,3248.08482,
8432,1769128302.2529528,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,3079.876594,6397.624486,3079.876042,346011.225261,243595.443433,1.00581,39.434209,52.0,11609.406144,24.373949,125000.0,376.0,1566.621216,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-10655.092773,7025.368164,155621515,155622267,-4556.766754,-7391.166946,6468.976918,5397.190964,
8673,1769128306.9831583,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,2474.435488,6376.616852,2474.434764,332532.922738,241138.518467,1.027883,30.000519,90.5,10518.47888,24.483962,125000.0,376.0,963.416748,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1603.474121,11269.267578,159625147,159625899,-2919.29455,-11066.710677,2152.819112,8543.194315,
8867,1769128311.145258,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,9435.329956,6773.070363,9435.330259,337828.279542,267639.267635,1.009648,-39.370919,95.5,16489.360042,24.368597,125000.0,376.0,4450.853516,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,30105.619141,1201.395386,163636385,163637137,1233.055643,-4324.251653,11114.99503,16022.567118,
8868,1769128311.193754,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,9679.052473,6691.547703,9679.052957,337810.364302,280599.340194,1.009033,-39.524016,95.5,16441.929817,24.368501,125000.0,376.0,4125.319336,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,30105.619141,1163.227173,163636386,163637138,2268.95438,1265.673741,12131.280724,9363.840041,
9039,1769128315.2753239,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,6655.228699,6187.688975,6655.228195,325811.793276,237987.457683,0.964648,75.508176,96.0,15496.052902,24.565367,125000.0,376.0,2346.980469,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,18582.863281,3241.478516,167645659,167646411,-723.099812,-6346.032557,8603.407825,13039.697746,
9040,1769128315.318688,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,6899.759314,6117.214792,6899.759875,325291.362634,266948.919004,0.965914,75.576883,96.0,15450.153103,24.534572,125000.0,376.0,2044.317871,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,18582.863281,3209.04541,167645660,167646412,1660.088125,-2982.534913,10005.966073,5735.360643,
9263,1769128319.572713,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,9633.776763,7578.796287,9633.778017,331278.359306,240873.408616,0.921177,-63.132726,89.5,15879.097648,24.306282,125000.0,376.0,2540.779053,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-6517.30127,-798.982483,171613522,171614274,14114.486066,-8106.926646,17267.397617,-1998.194856,
9505,1769128323.6922166,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,8771.742247,7556.105315,8771.741661,290748.930489,225374.825198,0.989504,-50.853279,95.5,16527.745557,24.728968,125000.0,376.0,3142.891113,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,4410.955078,-6390.84082,175613692,175614444,5208.022798,-2984.493846,7575.903458,10225.340057,
9506,1769128323.7449327,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,8790.74639,7442.008749,8790.745556,290550.816578,222805.544982,0.990659,-50.433479,95.5,16492.981734,24.672865,125000.0,376.0,2704.996094,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,4985.838379,-6324.22168,175613693,175614445,2235.455298,701.014634,9509.327027,9142.133258,
9871,1769128327.485124,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,1737.093645,6980.606708,1737.094127,329438.988409,253666.590144,0.967104,-64.441179,97.5,8441.632808,23.837836,125000.0,376.0,1334.14209,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-64.472893,11424.125,179619329,179620081,-6369.634723,-5473.240831,3072.615578,4629.003931,
9887,1769128327.6407373,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,-7221.595388,8156.261912,-7221.5951,221251.251697,181795.758098,1.013202,37.839849,97.5,5846.387643,23.814086,127659.574468,376.0,-1018.175781,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-19441.339844,-7256.393555,179794769,179795521,-13440.201672,-18211.807363,4189.856238,-11456.309417,
9888,1769128327.6887238,37,0,d1:c0:8c:81:3b:e6,8E89BED6,APPLE,e63b818cc0d11eff4c0012192051b90223311ef5766d26075010af560748292d3c9a7901fc,-6906.074142,8086.493736,-6906.074345,221333.984383,200956.962861,1.011536,38.531115,97.0,5805.193173,23.791377,127659.574468,376.0,-1259.275879,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-19441.339844,-7145.929199,179794770,179795522,-13624.452759,-12767.629877,1026.921692,-12605.153846,
16761,1769128438.2950504,37,2,f7:09:25:31:d7:7f,8E89BED6,APPLE,0a09d9695fcc1eff4c001219ff1b392bec3504e1429ddc68cba1cbea150a6f3ce8f05703ff,17580.679979,2925.051627,17580.679521,353933.3509,253517.457857,0.978742,77.071693,1.0,29587.661483,23.062688,382978.723404,376.0,3731.908936,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,84484.921875,23235.626953,284451757,284452509,5588.413471,32670.881517,31145.26297,12754.455846,4c001219ff
32522,1769128740.8053415,37,2,fe:a2:61:99:d2:9a,8E89BED6,APPLE,ba180bcd0ec11eff4c001219ff09af56a7415467cd915af56ab29c242fdbea618db0b902ff,17083.445985,6609.871551,17083.444043,350943.791822,263299.310729,1.042006,-19.095611,1.0,28789.709298,24.235322,313829.787234,376.0,5797.352051,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,66033.117188,31644.689453,560056656,560057408,-40731.854209,68156.403501,24361.640208,7062.006057,4c001219ff
34832,1769128783.4597373,37,2,ec:dd:8b:3e:1a:a3,8E89BED6,APPLE,a31a3e8bddec1eff4c00121900ce074f02e1b92a60160a9eea6d63d682784360ecef030000,27549.930252,5397.561506,27549.928957,370299.141967,282013.961304,1.017277,14.91723,128.0,50583.746934,18.677404,345744.680851,376.0,16268.636719,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,15776.853516,24552.451172,598549918,598550670,14054.265586,69525.723939,46524.279093,4039.950574,
49472,1769129043.363942,37,2,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,d53cdaa405e41eff4c001219ffee9f63fbe21dce41b1becf4759fcb389b9a384c1688201ff,-7028.451417,293.476983,-7028.451057,344447.568129,254759.975781,1.005637,36.48751,1.0,14833.922573,23.257364,247340.425532,376.0,-1826.294189,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-4008.308594,-664.838623,831789691,831790443,-45152.457193,23634.142786,26637.688551,-40739.664388,4c001219ff
59357,1769129229.6506484,37,2,ff:dc:e1:18:68:34,8E89BED6,APPLE,346818e1dcff1eff4c001219008755e99e79fa510a13042dc9ba29b5104cd8f89de13f0000,6448.182269,-425.566712,6448.183404,371504.914141,267695.186631,0.980525,71.177399,128.0,24945.964136,18.153319,377659.574468,376.0,330.964478,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1458.637085,7233.76123,997343329,997344081,14954.213445,-39478.445622,24377.131675,5728.287393,
66166,1769129346.1722972,37,2,db:95:0f:6b:22:cb,8E89BED6,APPLE,93bf98bc08f61eff4c001219ff29471e0bb679f9882c2da1f2e9a944a16ddcb2f428bf02ff,12652.169501,7963.339358,12652.16905,362014.516175,261336.192732,0.946457,75.896104,0.5,14760.087191,22.053831,337765.957447,376.0,15150.830078,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,19771.550781,-1276.264893,1099484677,1099485429,8973.227602,35976.387179,4661.183445,-3491.800117,4c001219ff
68398,1769129387.7120364,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,6618.412338,5440.933248,6618.41212,369401.387745,261574.564893,1.007288,-36.757415,127.0,17892.762861,21.338428,313829.787234,376.0,-1001.812622,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,34374.574219,2380.935303,1135959415,1135960167,15233.496051,-16904.560752,16502.65345,19345.033064,
81739,1769129649.7230227,37,2,c1:74:7d:14:59:eb,8E89BED6,APPLE,d1303e7d6dca1eff4c001219ff55a6e41fedee044bbc23b2728b67e44d405cece49abb01ff,-3411.409448,10744.275663,-3411.409807,355538.573232,268654.182146,0.985862,81.710068,1.0,7694.38007,21.868039,396276.595745,376.0,4636.602051,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,29542.326172,20316.416016,1367334545,1367335297,3907.74136,3515.862197,7992.595873,-29209.058718,4c001219ff
84321,1769129690.6947792,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,19630.540448,10328.504718,19630.539558,374629.345808,281301.363422,0.949336,-86.374006,128.0,29120.634342,20.680086,305851.06383,376.0,1290.196167,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,30563.164062,29410.039062,1404380735,1404381487,37732.173565,-11758.860836,25687.216256,28298.571448,
87880,1769129731.0234127,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,22470.043416,9287.631741,22470.043177,310780.359825,216814.55185,0.998605,45.613066,127.5,33294.017057,20.72332,231382.978723,376.0,901.181946,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7244.099121,10877.87793,1440500298,1440501050,30217.310339,7632.121494,29331.651593,34292.841175,
88312,1769129735.4388776,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,17069.527908,8624.594955,17069.529389,373174.095669,276802.545885,0.965066,-86.854661,128.5,25976.45949,19.394149,385638.297872,376.0,45.439003,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,25660.894531,4317.730469,1444499920,1444500672,27083.823526,-20149.513386,29352.126315,31563.560487,
90201,1769129758.2428608,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,20778.367734,9560.799363,20778.368275,385109.465728,302230.707488,1.047966,-5.3402,127.5,25703.190207,19.220685,385638.297872,376.0,1119.188599,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,19244.275391,25682.076172,1464524987,1464525739,30644.853982,-9531.598859,28719.311954,37495.643731,
91020,1769129766.8174372,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,16923.790023,7759.447623,16923.789958,384017.359267,291099.801068,0.984979,-61.420584,127.5,25515.492134,19.932488,369680.851064,376.0,-997.290405,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,51422.847656,23416.433594,1472555235,1472555987,29676.659704,-10662.851189,22725.67654,29052.114001,
94435,1769129807.2761328,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,24439.23434,11943.086955,24439.233911,369505.191144,269425.792278,0.978443,63.667086,128.5,31248.85411,20.107324,385638.297872,376.0,3521.604004,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,15402.738281,13052.450195,1508596231,1508596983,37540.128677,1754.843243,17908.621907,44831.704175,
105029,1769129952.885647,37,2,f7:e9:76:e8:37:c6,8E89BED6,APPLE,6e4d2764f3c41eff4c001219ff08c56d78d0eec0603d897825842f7d565096bc0fef9200ff,-4425.715042,5225.877716,-4425.714745,350457.615082,256293.063202,1.023284,-12.776613,1.0,20469.702866,23.746667,220744.680851,376.0,-2585.069824,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3701.880127,16855.240234,1639099148,1639099900,21401.644252,-18971.1077,-16968.907653,8560.240394,4c001219ff
105313,1769129956.5372877,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-11465.717605,-1667.16861,-11465.718183,357732.910913,248735.957002,0.994769,-46.982979,26.5,16780.792088,22.660845,366666.666667,360.0,2125.300293,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8580.035156,2489.153076,1642302497,1642303217,-6519.441574,-32725.114624,42067.589964,-35774.404513,
105314,1769129956.5809355,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-12045.442118,-1685.110149,-12045.441071,357415.819747,278933.536625,0.996665,-46.279653,26.5,16588.544114,22.711677,366666.666667,360.0,1929.913208,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,4774.680664,2398.081543,1642302498,1642303218,-26855.146772,-9642.666131,44702.426562,-33791.508322,
105679,1769129960.7156243,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-9278.063891,-1058.366781,-9278.063612,341831.543707,251017.512559,0.962267,69.321482,1.0,19422.972315,22.419384,366666.666667,360.0,2936.003662,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2294.561768,7159.119141,1646311013,1646311733,-12830.255229,-17393.22151,51392.790307,-41343.877521,
105680,1769129960.7843552,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-9871.344453,-953.072402,-9871.344881,340857.731845,277553.785068,0.960411,70.313954,1.0,19238.650558,22.433661,366666.666667,360.0,2798.321533,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2294.561768,7102.631836,1646311014,1646311734,-33390.466819,8932.925638,38634.637798,-27691.479707,
106044,1769129965.3331993,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-12066.782219,-1694.69235,-12066.783404,349781.634902,256064.85998,1.04732,22.644616,95.0,16349.797975,22.916002,366666.666667,360.0,1293.352173,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-6976.42041,7458.389648,1650329059,1650329779,-22156.130358,-16469.001415,47221.115801,-36012.373173,
106366,1769129969.8347828,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-10909.714265,-1044.68466,-10909.714256,352663.245508,265733.91016,1.045335,-14.873392,89.0,17511.051334,22.423865,366666.666667,360.0,2444.272949,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,12592.030273,-2133.922363,1654330601,1654331321,-15239.493035,-25791.161505,50491.929073,-36694.082577,
106367,1769129969.8745868,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-11538.325542,-967.361812,-11538.326138,352739.45902,281732.495066,1.046968,-13.74544,89.0,17326.49275,22.448858,366666.666667,360.0,2292.2771,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,12592.030273,-2247.789551,1654330602,1654331322,-35382.375224,1938.450145,41332.38357,-27211.000494,
106682,1769129974.5221927,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-12662.540631,-1068.39246,-12662.539253,332950.150528,240209.219276,0.990179,49.008938,80.5,16204.643565,22.327892,366666.666667,360.0,1341.932251,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-18285.167969,-7688.136719,1658346757,1658347477,-14072.33902,-29242.065049,50720.613931,-40688.418657,
106683,1769129974.5633883,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-13315.945984,-1009.66272,-13315.946044,332739.727493,258784.382265,0.988025,49.831855,80.5,16011.642804,22.341053,366666.666667,360.0,1105.713501,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-18285.167969,-7696.17334,1658346758,1658347478,-35270.308104,559.168596,37790.228889,-29763.429982,
106951,1769129978.8989449,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8823.185021,-816.4041,-8823.184965,286188.293028,217543.899235,1.045468,-3.41172,101.5,20443.287105,22.490253,366666.666667,360.0,2948.504395,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,13336.233398,815.37439,1662354141,1662354861,-11986.772448,-24861.194419,52639.637252,-33710.396809,
106952,1769129978.940228,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-9440.303388,-619.416596,-9440.304229,286286.782703,238876.067955,1.047185,-2.475881,102.0,20261.113978,22.442048,366666.666667,360.0,2924.300781,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,13328.598633,728.091858,1662354142,1662354862,-34791.264791,2514.129577,47372.326188,-24497.301563,
107303,1769129983.5146918,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-10782.552827,-812.528551,-10782.552478,361640.106538,271356.651406,1.053329,8.362727,1.5,16810.309732,22.408476,366666.666667,360.0,1827.498291,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,31392.792969,15390.214844,1666369715,1666370435,-16008.356877,-24037.93434,51582.360212,-37656.0412,
107304,1769129983.5540068,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-11388.290388,-715.060434,-11388.29126,360803.819426,283182.45478,1.052896,9.559122,1.5,16627.244387,22.507373,366666.666667,360.0,1680.359375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,31392.792969,15238.5,1666369716,1666370436,-36858.828584,3811.450299,39673.930916,-25001.829624,
107703,1769129988.103827,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-9592.882872,-1032.347969,-9592.884093,359469.508935,273359.063952,1.031109,26.8304,82.5,18772.743172,22.522786,366666.666667,360.0,2334.34375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-21239.269531,-9997.019531,1670381841,1670382561,-17408.422892,-14891.60301,48991.869444,-35252.96455,
108124,1769129992.363101,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-9774.049346,-576.552515,-9774.049841,338407.16708,256636.228897,1.016437,-38.283989,97.5,19045.120047,22.806288,366666.666667,360.0,2349.112061,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,23477.96875,12646.269531,1674390746,1674391466,-16208.316039,-18679.619169,51388.513296,-37391.904613,
108535,1769129996.6032515,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8454.241167,-2054.093437,-8454.240357,356913.902761,266702.653593,0.996311,47.545024,69.5,21233.643728,22.064581,366666.666667,360.0,627.254761,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,9036.84082,1096.979004,1678404393,1678405113,-13716.70103,-14291.472936,46357.152937,-36158.860922,
108789,1769129999.7830827,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,16617.466725,8358.523447,16617.467504,214500.150758,174336.60809,0.952317,78.765423,10.5,21519.293565,20.384407,313829.787234,376.0,6022.972656,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,33882.085938,13849.552734,1680951792,1680952544,14125.65961,1766.289334,31267.48213,29754.575036,
