pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
44,1764395550.390024185,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-14054.931675,-530.130264,-14054.932415,358921.733592,301924.386259,1.024150,2.192271,27.000000,-33959.470770,19.402493,146276.595745,376.000000,11964.373047,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-60222.308594,-31788.128906,182067815,182068567,14477.455052,-59144.144809,-59174.878674,33591.930436
45,1764395556.359580517,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-15293.756983,-386.277048,-15293.756327,353889.483610,276946.129159,1.015961,13.560325,30.000000,-33809.157958,19.385641,162234.042553,376.000000,9484.977539,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-31573.822266,-33233.863281,193978782,193979534,25375.086687,-14164.770292,-85192.340126,31126.666044
46,1764395556.407338142,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-14606.638059,-360.937030,-14606.637537,353220.141773,295656.724744,1.014857,12.111728,30.000000,-33561.603043,19.434261,162234.042553,376.000000,9669.694336,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-31573.822266,-33076.171875,193978783,193979535,11632.340494,-75690.346197,-73948.124597,29138.442109
47,1764395558.350280046,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-23183.813026,-2061.071907,-23183.812246,353283.213451,290716.597637,1.002505,37.763403,41.500000,-34762.721347,21.028693,5319.148936,376.000000,10753.444336,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-58119.507812,-34981.761719,197992660,197993412,8381.923564,-21429.544339,-75957.710654,40691.740642
48,1764395558.386706114,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-22560.243377,-2060.789024,-22560.242624,353269.418373,294554.180326,1.001576,40.952767,41.500000,-34470.645393,21.046958,5319.148936,376.000000,11127.227539,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-58119.507812,-34825.691406,197992661,197993413,7150.616026,-56903.612423,-70197.026229,64591.595492
49,1764395560.594925642,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-22601.899171,-281.792173,-22601.899838,358753.197380,277906.147874,0.993892,48.710314,53.500000,-36385.620013,20.399046,228723.404255,376.000000,7167.175781,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-61147.847656,-18019.789062,201747505,201748257,3219.252990,-45209.541509,-68789.362627,50849.554410
50,1764395562.545300722,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-11963.850463,19.840311,-11963.851284,370641.786041,314198.889763,0.961206,75.466451,25.500000,-29462.469843,18.930008,279255.319149,376.000000,10040.589844,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-17555.761719,-37556.417969,205754776,205755528,20088.672263,-34168.076834,-77552.374953,33350.210194
51,1764395564.555021286,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-21661.413536,-544.534218,-21661.413026,354707.808274,286993.115833,0.989323,-56.245431,42.000000,-34381.404870,20.638603,15957.446809,376.000000,13451.966797,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-25320.410156,-27696.113281,209773236,209773988,9076.556495,-15911.917849,-82741.091320,54170.268564
53,1764395570.443808317,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-22916.782935,-1121.096529,-22916.785330,344225.626090,272646.133643,1.025990,-13.504656,89.000000,-36549.255667,20.016458,146276.595745,376.000000,12715.625977,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-13021.253906,-18626.189453,221567146,221567898,7374.970272,-21448.005291,-64363.279097,14105.402924
54,1764395570.482030869,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-22252.616065,-1046.784555,-22252.616982,343802.776848,285183.291570,1.027257,-14.017799,89.000000,-36242.143000,20.066650,146276.595745,376.000000,13073.560547,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-13021.253906,-18559.562500,221567147,221567899,2132.725441,-70571.914868,-32781.821301,43293.224553
55,1764395572.627582312,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-21489.457765,1861.992225,-21489.457280,361750.980444,285842.456558,0.967489,-75.188713,22.000000,-33693.565398,21.092091,5319.148936,376.000000,12499.639648,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-14095.418945,-28008.751953,225585981,225586733,16834.108157,-33959.254511,-53244.250959,53935.616780
56,1764395574.637681007,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-15290.385545,-609.862678,-15290.386005,366877.389250,274437.013986,0.995569,55.033342,24.000000,-34140.437145,18.835079,143617.021277,376.000000,8500.970703,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-20480.718750,-30421.390625,229604424,229605176,25442.948070,-21285.531472,-88908.367892,21729.529591
57,1764395574.683978319,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-14562.120522,-567.892455,-14562.119235,366609.731270,308424.954360,0.994503,56.036182,24.000000,-33873.555492,18.870715,143617.021277,376.000000,8889.904297,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-20480.718750,-30305.445312,229604425,229605177,12425.886387,-67885.172015,-63176.249166,26788.708361
58,1764395577.040246964,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-22029.670892,1475.815805,-22029.671046,354476.484196,285688.168753,1.031922,-16.546694,88.000000,-36644.033540,20.604062,5319.148936,376.000000,14910.083984,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-73574.554688,-36444.640625,233605381,233606133,19591.714849,-36412.058677,-51699.037875,43809.140337
59,1764395577.073300123,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-21523.844943,1418.440239,-21523.846645,354546.989521,273538.195502,1.031138,-17.726663,88.000000,-36338.496998,20.665457,5319.148936,376.000000,15327.184570,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-73574.554688,-36298.542969,233605382,233606134,11541.233954,-72541.252006,-20970.699566,40627.431400
60,1764395581.057072401,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-14845.226292,-2625.624018,-14845.225583,371510.563982,295417.006531,0.978947,58.649287,26.500000,-32711.925880,19.529301,5319.148936,376.000000,11263.125977,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-1249.867798,-32807.750000,241620719,241621471,11258.179706,-46862.052753,-81712.912154,30070.304448
61,1764395589.112948895,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-23619.548415,-1789.985761,-23619.549897,349047.245898,274723.457135,1.021622,11.336934,49.500000,-37111.407693,20.478780,148936.170213,376.000000,6668.366699,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-115392.250000,-40736.160156,257673915,257674667,14926.414977,-17173.456216,-81221.248758,17967.502863
62,1764395589.155165911,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-22953.868562,-1809.664428,-22953.869839,349132.737694,302055.290404,1.022646,9.235672,49.500000,-36811.880137,20.520592,148936.170213,376.000000,7078.394043,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-115392.250000,-40512.187500,257673916,257674668,8959.983618,-56380.862590,-67385.077350,41772.170859
