pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end
62,1763945741.835623741,37,0,C5:D8:92:67:D4:68,8E89BED6,16741.242650,16741.242650,16741.242650,186130.667143,186130.667143,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,16741.242188,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,43281.894531,-2792.137695,10255426,10255810
63,1763945741.871076345,37,0,CC:9F:3A:B9:18:75,8E89BED6,12894.686409,12894.686409,12894.686409,184737.902647,184737.902647,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,12894.686523,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,16967.628906,14295.566406,10549192,10549576
64,1763945741.871227503,37,0,CC:9F:3A:B9:18:75,8E89BED6,12508.980700,12508.980700,12508.980700,184743.560200,184743.560200,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,12508.980469,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,16277.706055,14488.292969,10549193,10549577
65,1763945741.929543495,37,0,EF:A9:A5:13:12:03,8E89BED6,16192.997636,16192.997636,16192.997636,186944.409613,186944.409613,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,16192.998047,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,9202.557617,11334.878906,11111236,11111620
66,1763945741.937354565,37,0,EA:AC:D0:7E:E8:F9,8E89BED6,10822.545075,10822.545075,10822.545075,335280.223105,335280.223105,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,10822.544922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,9338.671875,5985.385742,11204360,11205112
67,1763945741.949232578,37,0,C9:ED:EB:5B:F4:CA,8E89BED6,2791.736067,2791.736067,2791.736067,329447.835498,329447.835498,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,2791.736084,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-1693.935547,-151.555115,11330853,11331605
68,1763945741.949517727,37,0,C9:ED:EB:5B:F4:CA,8E89BED6,2214.335107,2214.335107,2214.335107,329269.657873,329269.657873,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,2214.335205,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-1693.935547,-115.885094,11330854,11331606
69,1763945741.951148272,37,0,F4:8E:B3:4F:EE:4E,8E89BED6,-74614.634794,-74614.634794,-74614.634794,224803.136307,224803.136307,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-74614.632812,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-195093.875000,-80356.843750,11345162,11345546
70,1763945741.951418638,37,0,F4:8E:B3:4F:EE:4E,8E89BED6,-75742.087672,-75742.087672,-75742.087672,224766.031842,224766.031842,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-75742.085938,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-196590.750000,-81062.507812,11345163,11345547
71,1763945741.961163759,37,0,CA:CD:F5:BB:09:BC,8E89BED6,30388.618333,30388.618333,30388.618333,175756.580831,175756.580831,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,30388.619141,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,32841.523438,22761.453125,11440688,11441072
72,1763945741.961426497,37,0,CA:CD:F5:BB:09:BC,8E89BED6,29576.158055,29576.158055,29576.158055,175426.594069,175426.594069,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,29576.158203,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,32841.523438,22879.001953,11440689,11441073
