src_file,cluster,dev_type,segments,duration_cov,duration_span,persistence_s,unique_macs,turnover,singleton_mac_frac,mac_rate_per_min,core_mac_density_scaled,adv_mac_pct,gt_frac,dur_ok,unique_ok,churn_ok,rate_ok,dens_ok,decision_ok,churn_reason,k_chosen,homogeneous,homo_mac_share,homo_key_share,win_entropy_norm,uniform_ok,homo_block
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-1min_rot-30s.csv,2,TAG_APPLE,15,3600.0,2298.9396970272064,2298.9396970272064,13,0.8461538461538461,0.8461538461538461,0.21666666666666667,0.571149336482816,0.6363636363636364,1.0,True,False,False,False,False,False,,4,False,0.13333333333333333,0.13333333333333333,0.56650950655002,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-1min_rot-30s.csv,1,TAG_APPLE,6,5400.0,2422.2967495918274,2422.2967495918274,5,0.75,0.8,0.05555555555555555,0.3113441055584486,0.4,1.0,True,False,False,False,False,False,,4,False,0.3333333333333333,0.16666666666666666,0.9206198357115741,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-1min_rot-30s.csv,0,TAG_APPLE,10,5400.0,2478.332287311554,2478.332287311554,9,0.5,0.8888888888888888,0.1,0.42492161653653815,0.011220196353436185,1.0,True,False,False,False,False,False,,4,False,0.2,0.2,0.581671865715156,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-1min_rot-5min.csv,2,TAG_APPLE,7,5400.0,2381.8600540161133,2381.8600540161133,7,1.0,1.0,0.07777777777777778,0.5207272067913049,1.0,1.0,True,False,False,False,False,False,,7,False,0.14285714285714285,0.14285714285714285,0.8699155297708953,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-1min_rot-5min.csv,5,TAG_APPLE,3,1800.0,229.21850275993347,229.21850275993347,3,,1.0,0.1,0.35430306477313067,0.0,0.3333333333333333,False,False,False,False,False,False,,7,False,0.3333333333333333,0.3333333333333333,1.0,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-1min_rot-5min.csv,0,TAG_APPLE,9,5400.0,2474.8889949321747,2474.8889949321747,7,0.6785714285714286,0.7142857142857143,0.07777777777777778,0.5755955758850358,0.014799154334038054,0.6666666666666666,True,False,False,False,False,False,,7,False,0.2222222222222222,0.2222222222222222,0.7725068857115294,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-2s_rot-10s.csv,0,TAG_APPLE,8,1800.0,62.052008628845215,62.052008628845215,8,,1.0,0.26666666666666666,0.41273994011290016,0.9375,1.0,False,False,False,False,False,False,,5,False,0.125,0.125,1.0,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-2s_rot-10s.csv,4,TAG_APPLE,3,1800.0,526.0699639320374,526.0699639320374,3,,1.0,0.1,0.29366119916218564,0.0931899641577061,1.0,False,False,False,False,False,False,,5,False,0.3333333333333333,0.3333333333333333,1.0,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-2s_rot-10s.csv,2,TAG_APPLE,20,3600.0,2360.833394765854,2360.833394765854,15,0.6666666666666667,0.6666666666666666,0.25,1.171410240960122,0.9537444933920705,1.0,True,True,False,False,True,True,,5,False,0.1,0.1,0.8812908992278073,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-2s_rot-10s.csv,1,TAG_APPLE,7,5400.0,2474.8889949321747,2474.8889949321747,6,0.5,0.8333333333333334,0.06666666666666667,0.4596531453562239,0.14068441064638784,1.0,True,False,False,False,False,False,,5,False,0.2857142857142857,0.2857142857142857,0.7248340915030292,False,False
