pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end
60,1763944145.838382483,37,0,D3:AA:11:C3:69:90,8E89BED6,5718.781952,5718.781952,5718.781952,361188.194804,361188.194804,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5718.781738,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2258.233887,22301.796875,151627102,151627854
61,1763944145.838638783,37,0,D3:AA:11:C3:69:90,8E89BED6,5184.450140,5184.450140,5184.450140,361321.858962,361321.858962,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5184.450195,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2960.970215,22196.083984,151627103,151627855
62,1763944146.306491613,37,0,D3:AA:11:C3:69:90,8E89BED6,5990.433610,5990.433610,5990.433610,360666.672589,360666.672589,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5990.433594,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2214.561035,21361.917969,155635531,155636283
63,1763944146.306896687,37,0,D3:AA:11:C3:69:90,8E89BED6,5440.652949,5440.652949,5440.652949,360791.134284,360791.134284,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5440.652832,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2214.561035,21236.351562,155635532,155636284
64,1763944146.743864298,37,0,D3:AA:11:C3:69:90,8E89BED6,5639.761755,5639.761755,5639.761755,355991.852894,355991.852894,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5639.761719,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-16190.683594,-238.507812,159649147,159649899
65,1763944146.744183064,37,0,D3:AA:11:C3:69:90,8E89BED6,5065.199518,5065.199518,5065.199518,355875.529853,355875.529853,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5065.199707,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-17472.701172,-251.942825,159649148,159649900
66,1763944147.190643311,37,0,D3:AA:11:C3:69:90,8E89BED6,5583.404411,5583.404411,5583.404411,370364.155216,370364.155216,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5583.404297,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-12601.331055,6324.329590,163660808,163661560
67,1763944147.190876245,37,0,D3:AA:11:C3:69:90,8E89BED6,5048.341082,5048.341082,5048.341082,369413.375169,369413.375169,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5048.341309,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-14725.594727,6282.748535,163660809,163661561
68,1763944147.626391888,37,0,D3:AA:11:C3:69:90,8E89BED6,5748.994873,5748.994873,5748.994873,341691.617021,341691.617021,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5748.995117,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,1018.996643,20952.941406,167679160,167679912
69,1763944147.926114082,37,0,D3:AA:11:C3:69:90,8E89BED6,5905.970453,5905.970453,5905.970453,356676.081963,356676.081963,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5905.970215,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,20112.503906,24980.054688,170413104,170413856
70,1763944147.926434755,37,0,D3:AA:11:C3:69:90,8E89BED6,5387.647663,5387.647663,5387.647663,355639.139578,355639.139578,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5387.647461,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,16979.677734,24820.162109,170413105,170413857
71,1763944148.368244410,37,0,D3:AA:11:C3:69:90,8E89BED6,6185.414201,6185.414201,6185.414201,376410.275569,376410.275569,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,6185.414062,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,19214.718750,16541.175781,174432863,174433615
72,1763944148.368573666,37,0,D3:AA:11:C3:69:90,8E89BED6,5644.557187,5644.557187,5644.557187,374838.469353,374838.469353,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5644.557129,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,14524.516602,16473.769531,174432864,174433616
73,1763944148.817743540,37,0,D3:AA:11:C3:69:90,8E89BED6,5676.182594,5676.182594,5676.182594,347689.988182,347689.988182,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5676.182617,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,15465.405273,17874.322266,178438347,178439099
74,1763944148.818077803,37,0,D3:AA:11:C3:69:90,8E89BED6,5142.757164,5142.757164,5142.757164,347427.715597,347427.715597,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5142.757324,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,15465.405273,17751.755859,178438348,178439100
75,1763944149.241838694,37,0,D3:AA:11:C3:69:90,8E89BED6,5548.245904,5548.245904,5548.245904,362850.632087,362850.632087,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5548.246094,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,1988.694458,29307.900391,182447450,182448202
