src_file,cluster,dev_type,segments,duration_cov,unique_macs,turnover,singleton_mac_frac,mac_rate_per_min,core_mac_density_scaled,adv_mac_pct,gt_frac,tx_s,rot_s,tx_tok,rot_tok,pass_dens_ge_0.5,pass_dens_ge_0.7,pass_dens_ge_0.9,pass_dens_ge_1.1,pass_dens_ge_1.3,pass_dens_ge_1.5,pass_dens_ge_1.8,pass_dens_ge_2.0
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-30s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,30.0,300.0,30s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-30s_rot-30s.csv,2,TAG_APPLE,6,1800.0,6,,,,2.5053498514822095,1.0,1.0,30.0,30.0,30s,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-10s_rot-1min.csv,2,TAG_APPLE,4,1800.0,4,,,,6.666666622222222,1.0,1.0,10.0,60.0,10s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-10s_rot-15min.csv,1,TAG_APPLE,3,1800.0,3,,,,0.452319460445303,1.0,1.0,10.0,900.0,10s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-2s_rot-30s.csv,3,TAG_APPLE,8,1800.0,8,,,,5.224777396430401,1.0,1.0,2.0,30.0,2s,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-2s_rot-2s.csv,0,TAG_APPLE,31,1800.0,31,,,,1.7920512583994652,1.0,1.0,2.0,2.0,2s,2s,True,True,True,True,True,True,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-15s_rot-15min.csv,1,TAG_APPLE,3,1800.0,3,,,,0.9174538947717097,1.0,1.0,15.0,900.0,15s,15min,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-10s_rot-5min.csv,1,TAG_APPLE,3,1800.0,3,,,,0.7874406422617972,1.0,1.0,10.0,300.0,10s,5min,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-15s_rot-30s.csv,2,TAG_APPLE,6,1800.0,6,,,,2.7463157320208675,1.0,1.0,15.0,30.0,15s,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-10s_rot-30s.csv,2,TAG_APPLE,10,1800.0,10,,,,2.9290147452514255,1.0,1.0,10.0,30.0,10s,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-10s_rot-2s.csv,2,TAG_APPLE,6,1800.0,6,,,,2.412868313404659,1.0,1.0,10.0,2.0,10s,2s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-15s_rot-1min.csv,2,TAG_APPLE,4,1800.0,4,,,,1.775762617262089,1.0,1.0,15.0,60.0,15s,1min,True,True,True,True,True,True,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,9,1800.0,9,,,,3.8175698609401763,1.0,1.0,10.0,10.0,10s,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-15s_rot-10s.csv,2,TAG_APPLE,13,1800.0,13,,,,2.538835918167755,1.0,1.0,15.0,10.0,15s,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-15s_rot-2s.csv,2,TAG_APPLE,5,1800.0,5,,,,3.3188946431762028,1.0,1.0,15.0,2.0,15s,2s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-1min_rot-10s.csv,2,TAG_APPLE,3,1800.0,3,,,,1.622308684358231,1.0,1.0,60.0,10.0,1min,10s,True,True,True,True,True,True,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-15s_rot-5min.csv,1,TAG_APPLE,3,1800.0,3,,,,1.144546113476654,1.0,1.0,15.0,300.0,15s,5min,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-1min_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,900.0,1min,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-1min_rot-5min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,300.0,1min,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-1min_rot-1min.csv,2,TAG_APPLE,5,1800.0,5,,,,2.3731977816246914,1.0,1.0,60.0,60.0,1min,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-1min_rot-2s.csv,2,TAG_APPLE,4,1800.0,4,,,,2.355220088737541,1.0,1.0,60.0,2.0,1min,2s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-2s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,2.0,900.0,2s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-2s_rot-5min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,2.0,300.0,2s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-30s_rot-15min.csv,1,TAG_APPLE,3,1800.0,3,,,,0.6347274834295551,1.0,1.0,30.0,900.0,30s,15min,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-1min_rot-30s.csv,2,TAG_APPLE,3,1800.0,3,,,,1.6316753266105182,1.0,1.0,60.0,30.0,1min,30s,True,True,True,True,True,True,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-2s_rot-30s.csv,2,TAG_APPLE,5,1800.0,5,,,,3.9954934090726955,1.0,1.0,2.0,30.0,2s,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-30s_rot-10s.csv,2,TAG_APPLE,5,1800.0,5,,,,2.349077281909859,1.0,1.0,30.0,10.0,30s,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-30s_rot-2s.csv,2,TAG_APPLE,7,1800.0,7,,,,2.3927987424759602,1.0,1.0,30.0,2.0,30s,2s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-30s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,30.0,300.0,30s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-2s_rot-1min.csv,0,TAG_APPLE,12,1800.0,12,,,,5.482009668983847,1.0,1.0,2.0,60.0,2s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-30s_rot-30s.csv,0,TAG_APPLE,24,1800.0,24,,,,2.5298376454616913,1.0,1.0,30.0,30.0,30s,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-30s_rot-1min.csv,2,TAG_APPLE,6,3600.0,6,,,,2.1704681851411256,1.0,1.0,30.0,60.0,30s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-2s_rot-10s.csv,1,TAG_APPLE,6,3600.0,6,,,,2.6039841389670806,1.0,1.0,2.0,10.0,2s,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv4_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe-4c001219ff__20260130_041124/scenario_tx-2s_rot-2s.csv,2,TAG_APPLE,25,1800.0,25,,,,1.771271008342316,1.0,1.0,2.0,2.0,2s,2s,True,True,True,True,True,True,False,False
