src_file,cluster,dev_type,segments,duration_cov,unique_macs,turnover,singleton_mac_frac,mac_rate_per_min,core_mac_density_scaled,adv_mac_pct,gt_frac,tx_s,rot_s,tx_tok,rot_tok,pass_dens_ge_0.5,pass_dens_ge_0.7,pass_dens_ge_0.9,pass_dens_ge_1.1,pass_dens_ge_1.3,pass_dens_ge_1.5,pass_dens_ge_1.8,pass_dens_ge_2.0
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-30s_rot-30s.csv,2,TAG_APPLE,9,1800.0,9,,,,4.741868294432988,1.0,1.0,30.0,30.0,30s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-10s_rot-5min.csv,1,TAG_APPLE,3,1800.0,3,,,,0.9846756569018951,1.0,1.0,10.0,300.0,10s,5min,True,True,True,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-10s_rot-15min.csv,0,TAG_APPLE,3,1800.0,3,,,,0.9674082603286592,1.0,1.0,10.0,900.0,10s,15min,True,True,True,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-10s_rot-1min.csv,2,TAG_APPLE,5,1800.0,5,,,,4.384178601860121,1.0,1.0,10.0,60.0,10s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-2s_rot-2s.csv,5,TAG_APPLE,20,1800.0,20,,,,6.666666622222222,1.0,1.0,2.0,2.0,2s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-15s_rot-1min.csv,4,TAG_APPLE,4,1800.0,4,,,,6.003683102135325,1.0,1.0,15.0,60.0,15s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-10s_rot-30s.csv,2,TAG_APPLE,11,1800.0,11,,,,4.325317404983176,1.0,1.0,10.0,30.0,10s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,16,1800.0,16,,,,4.29330742821796,1.0,1.0,10.0,10.0,10s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-15s_rot-15min.csv,0,TAG_APPLE,3,1800.0,3,,,,1.0999645708869739,1.0,1.0,15.0,900.0,15s,15min,True,True,True,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-10s_rot-2s.csv,2,TAG_APPLE,14,1800.0,14,,,,3.7888380324857804,1.0,1.0,10.0,2.0,10s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-15s_rot-5min.csv,0,TAG_APPLE,3,1800.0,3,,,,2.8289270975683936,1.0,1.0,15.0,300.0,15s,5min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-1min_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,900.0,1min,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-15s_rot-2s.csv,3,TAG_APPLE,13,1800.0,13,,,,4.26174484399754,1.0,1.0,15.0,2.0,15s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-1min_rot-10s.csv,2,TAG_APPLE,6,1800.0,6,,,,3.3014674486427653,1.0,1.0,60.0,10.0,1min,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-15s_rot-10s.csv,2,TAG_APPLE,15,1800.0,15,,,,5.6256882982475975,1.0,1.0,15.0,10.0,15s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-2s_rot-15min.csv,2,TAG_APPLE,3,3600.0,2,,,,1.3850181163206232,1.0,1.0,2.0,900.0,2s,15min,True,True,True,True,True,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-15s_rot-30s.csv,3,TAG_APPLE,7,1800.0,7,,,,3.6433834776279697,1.0,1.0,15.0,30.0,15s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-1min_rot-5min.csv,2,TAG_APPLE,3,1800.0,3,,,,1.2492248788187021,1.0,1.0,60.0,300.0,1min,5min,True,True,True,True,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-1min_rot-1min.csv,2,TAG_APPLE,4,1800.0,4,,,,2.150385275419772,1.0,1.0,60.0,60.0,1min,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-1min_rot-30s.csv,2,TAG_APPLE,6,1800.0,6,,,,3.289045504530102,1.0,1.0,60.0,30.0,1min,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-1min_rot-2s.csv,1,TAG_APPLE,4,1800.0,4,,,,3.01483727923782,1.0,1.0,60.0,2.0,1min,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-2s_rot-1min.csv,4,TAG_APPLE,6,1800.0,6,,,,6.666666622222222,1.0,1.0,2.0,60.0,2s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-2s_rot-5min.csv,1,TAG_APPLE,3,1800.0,3,,,,1.9943602563038196,1.0,1.0,2.0,300.0,2s,5min,True,True,True,True,True,True,True,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-30s_rot-15min.csv,1,TAG_APPLE,3,1800.0,3,,,,1.0226828268050374,1.0,1.0,30.0,900.0,30s,15min,True,True,True,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-30s_rot-5min.csv,0,TAG_APPLE,4,1800.0,4,,,,1.5944427142169804,1.0,1.0,30.0,300.0,30s,5min,True,True,True,True,True,True,False,False
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-2s_rot-30s.csv,2,TAG_APPLE,12,1800.0,12,,,,6.666666622222222,1.0,1.0,2.0,30.0,2s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-2s_rot-10s.csv,4,TAG_APPLE,10,1800.0,10,,,,6.666666622222222,1.0,1.0,2.0,10.0,2s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-30s_rot-1min.csv,0,TAG_APPLE,12,1800.0,12,,,,4.124962526467618,1.0,1.0,30.0,60.0,30s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-30s_rot-10s.csv,2,TAG_APPLE,8,1800.0,8,,,,4.107209285450215,1.0,1.0,30.0,10.0,30s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-30s_rot-2s.csv,2,TAG_APPLE,9,1800.0,9,,,,4.2370916151876035,1.0,1.0,30.0,2.0,30s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-2s_rot-2s.csv,2,TAG_APPLE,15,1800.0,15,,,,4.1657580067958815,1.0,1.0,2.0,2.0,2s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv4_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe-4c001219fd-4c001219fc__20260130_042811/scenario_tx-30s_rot-30s.csv,2,TAG_APPLE,9,1800.0,9,,,,4.3294784267268875,1.0,1.0,30.0,30.0,30s,30s,True,True,True,True,True,True,True,True
