pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz
32506,1769214717.386522055,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41e50f2ddfc78a71de9c1f38afa80e49c5c02ad0e3db,-15042.524112,3812.493916,-15042.525107,343924.000044,263803.615935,1.029218,-23.093110,1.000000,6668.461846,22.872849,372222.222222,360.000000,6041.011230,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-20512.501953,-5009.193359,441943019,441943739,-11956.967230,23302.445074,-36693.362643,-34055.152999
32513,1769214717.631200314,37,0,D1:CF:9E:9A:9A:B6,8E89BED6,APPLE,b69a9a9ecfd11eff4c0012196052b39d011feb04e1f3b848b5f48f3406a166418956cd012e,-25401.114664,12466.147045,-25401.114715,350981.060221,277343.860873,0.944210,-83.832594,100.000000,-15617.811352,18.617052,343085.106383,376.000000,11965.657227,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-102174.914062,-24717.701172,442119115,442119867,-28192.942178,-76496.073291,-47256.799965,53307.994807
32514,1769214717.664093733,37,0,D1:CF:9E:9A:9A:B6,8E89BED6,APPLE,b69a9a9ecfd11eff4c0012196052b39d011feb04e1f3b848b5f48f3406a166418956cd012e,-24859.978556,12867.332640,-24859.978295,350201.657685,290332.621225,0.944931,-83.045074,100.000000,-15314.115159,18.658820,343085.106383,376.000000,12295.257812,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-102174.914062,-24657.867188,442119116,442119868,-8263.283383,-104786.233769,-34676.907996,29250.940090
32526,1769214717.719767332,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0321,4577.900331,1434.719683,4577.899335,247762.676758,174146.449782,0.987910,-53.026287,73.000000,30724.997788,24.128620,313829.787234,376.000000,-1184.851685,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,6841.724609,6775.972656,442260467,442261219,-11068.127781,-25757.018629,29392.813086,36032.861492
32527,1769214717.753297091,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0321,4158.136937,1168.046754,4158.137022,245790.412456,208409.250237,0.989501,-52.157376,73.000000,30643.079559,24.063749,313829.787234,376.000000,-1513.387573,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,6841.724609,6731.276367,442260468,442261220,-5664.403697,-18661.223954,28775.020255,22192.609498
32545,1769214718.009986877,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe02005b24f1eebad162410303edfe,24087.977143,4156.237597,24087.976544,282517.532881,214565.870691,0.976532,84.243677,30.000000,9244.461854,22.158181,351351.351351,296.000000,15881.499023,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,19446.925781,6860.253906,442646850,442647442,-2876.429480,48346.346973,16607.471669,35100.515692
32546,1769214718.030528307,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe02005b24f1eebad162410303edfe,24432.541047,3799.800976,24432.540356,280328.298504,223188.664319,0.976814,82.104409,30.000000,8946.396541,22.172055,351351.351351,296.000000,15621.730469,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,34469.964844,6850.908691,442646851,442647443,-7883.210992,49630.932064,39315.653783,19739.191539
32547,1769214718.054936171,37,0,6F:8F:6C:39:53:A5,8E89BED6,GOOGLE,a553396c8f6f0201061916aafe41eb52fd1b3b3d47195172303c2eade5909063620b8d,9619.880110,10330.055833,9619.880410,349204.176910,258589.370123,1.076214,4.929745,1.000000,12093.082862,21.284808,330555.555556,360.000000,16258.113281,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,58834.500000,8422.881836,442668009,442668729,2705.092128,8098.877261,8041.879014,14287.734769
32548,1769214718.087759256,37,0,6F:8F:6C:39:53:A5,8E89BED6,GOOGLE,a553396c8f6f0201061916aafe41eb52fd1b3b3d47195172303c2eade5909063620b8d,10130.241619,10365.387200,10130.241271,348405.923093,259841.083191,1.077866,4.538417,1.000000,11978.856856,21.331742,330555.555556,360.000000,16491.906250,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,59952.097656,8410.821289,442668010,442668730,6326.272633,96.884374,7131.509196,19946.186187
32551,1769214718.127065897,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c004a,-3352.597258,3367.564477,-3352.596597,198670.755627,156221.299945,1.064018,-26.628796,2.000000,18950.007212,21.846414,329787.234043,376.000000,3284.798828,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-18291.042969,4538.817871,442670823,442671575,11659.475838,-31921.995974,-22988.886429,39169.312451
32552,1769214718.162265539,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c004a,-3571.311928,3073.866304,-3571.311521,198633.620101,172938.629959,1.061881,-27.058528,2.000000,18817.697272,21.839208,329787.234043,376.000000,3348.050537,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-20013.957031,4457.437988,442670824,442671576,7960.577273,-42865.839546,9547.020338,15733.476284
32561,1769214718.218104601,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee120034,13815.469065,10145.496157,13815.470307,341084.074215,247657.232876,0.912395,73.977615,3.000000,36017.279608,23.022992,77127.659574,376.000000,3507.510254,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,60711.843750,26999.537109,442882398,442883150,39483.566117,-33301.142454,21226.275170,31973.559739
32562,1769214718.258316517,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee120034,14140.704919,9886.808507,14140.705739,340866.878340,261555.589940,0.910886,74.358780,3.000000,35981.109648,23.010746,77127.659574,376.000000,3083.323975,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,60900.960938,26916.835938,442882399,442883151,49298.977503,-6490.586738,18187.290623,-9005.824220
32571,1769214718.299433947,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe41838aa2373ea2d66d2e885f1b641af604de14d04d6a,-41845.593383,-4562.316786,-41845.593704,491906.491112,397206.140440,1.002484,-41.048291,103.500000,-39992.754038,20.035124,372222.222222,360.000000,-12647.557617,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-106354.656250,-82868.406250,442991781,442992501,-45091.198809,-69807.669687,-3034.264796,-37487.832293
32572,1769214718.332327127,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe41838aa2373ea2d66d2e885f1b641af604de14d04d6a,-42441.034106,-4271.442953,-42441.034142,490851.142890,475841.939280,1.002152,-41.066020,103.000000,-40105.224504,20.040969,375000.000000,360.000000,-12885.899414,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-106354.656250,-82718.726562,442991782,442992502,-36410.663571,-62472.365878,-18118.941415,-35788.156771
32578,1769214718.569914818,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe416ceeb2282295bdcb574e7864e8a886321c9645386f,-16865.222268,8980.071064,-16865.222045,358007.931445,263293.853149,1.023961,10.043419,0.500000,-10727.622022,21.585750,413888.888889,360.000000,6218.352539,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-14188.122070,-19593.869141,443066722,443067442,-12393.638871,-3207.791654,-42672.363443,-16083.230431
32590,1769214718.618193865,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d01d9,6436.863252,3425.676003,6436.864321,319326.189667,239678.674015,0.918940,-74.298670,3.000000,5789.024798,24.334347,228723.404255,376.000000,2308.722900,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,2773.433105,-3563.678955,443288052,443288804,5256.219307,155.249887,-17281.422694,14156.152807
32591,1769214718.652432680,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d01d9,6890.318132,3525.851602,6890.317691,319421.031237,251833.251469,0.917423,-74.502705,3.000000,5687.519478,24.219969,231382.978723,376.000000,2272.730225,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,4788.153809,-3521.644531,443288053,443288805,12565.240951,-17434.206219,-15501.369976,19435.538203
32596,1769214718.692108393,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90205,7337.117811,3622.590118,7337.117029,332841.084163,248749.059906,1.023829,35.662358,3.000000,19299.715104,23.812408,329787.234043,376.000000,2598.823975,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,51610.437500,17702.914062,443337411,443338163,20674.963003,-9525.043039,-7670.266487,32016.602819
32597,1769214718.731398106,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90205,6854.119281,3551.139397,6854.119409,332954.232197,274513.399431,1.022458,36.270284,3.000000,19275.780064,23.787857,329787.234043,376.000000,2514.929443,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,33059.890625,17623.527344,443337412,443338164,23607.018008,-2904.174454,13347.969216,2679.519330
32600,1769214718.768566370,37,0,EE:D4:8A:27:EA:99,8E89BED6,APPLE,99ea278ad4ee1eff4c00121960839bf948c739a2645808f21fedb7edfc3df340a9b51f03a7,-13778.538779,5949.499726,-13778.539954,341139.873642,270059.653504,0.947713,-65.648962,21.500000,-5541.593790,18.147021,444148.936170,376.000000,4248.447754,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-121134.664062,-35655.187500,443384132,443384884,-62695.666382,14316.290570,-34194.401391,22469.370516
32601,1769214718.801982641,37,0,EE:D4:8A:27:EA:99,8E89BED6,APPLE,99ea278ad4ee1eff4c00121960839bf948c739a2645808f21fedb7edfc3df340a9b51f03a7,-14265.937353,6142.171814,-14265.937166,340262.863166,294327.485077,0.949594,-65.250370,21.500000,-5262.438692,18.119389,444148.936170,376.000000,4445.807617,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-121775.671875,-35411.011719,443384133,443384885,-45916.368908,-1352.449360,-31349.172738,19917.559339
32602,1769214718.839447021,37,0,66:C5:34:E1:54:9F,8E89BED6,SAMSUNG,9f54e134c56602010403025afd17165afd131ff9026916370c7f287488a70000000cf6cf8d,9941.193632,7300.104915,9941.193689,239858.203398,188695.454743,0.897057,-73.015808,2.500000,31419.343927,23.566538,244680.851064,376.000000,8309.225586,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,6512.458496,6892.002441,443385395,443386147,-4373.922728,46937.504329,-22133.560260,-4150.775247
32603,1769214718.874249697,37,0,66:C5:34:E1:54:9F,8E89BED6,SAMSUNG,9f54e134c56602010403025afd17165afd131ff9026916370c7f287488a70000000cf6cf8d,10359.183218,7397.757002,10359.182161,238471.495720,197747.922911,0.897195,-72.673090,2.500000,31227.949924,23.556461,244680.851064,376.000000,8222.715820,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,6512.458496,6863.610840,443385396,443386148,-7049.105736,29760.770153,-9752.702375,14739.502201
32619,1769214719.133625746,37,0,6B:6C:91:4D:E0:C3,8E89BED6,GOOGLE,c3e04d916c6b0201061916aafe41af4c0acac3db560680984461c6fc0e8607ff9362b4,-37165.385402,5722.127589,-37165.383668,341960.732572,254248.405854,0.986258,59.779564,102.000000,-28956.900996,20.019893,438888.888889,360.000000,301.009155,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-120623.453125,-32159.511719,443827158,443827878,-13281.985550,-51075.127093,-42576.255231,-15142.970130
32620,1769214719.168444157,37,0,6B:6C:91:4D:E0:C3,8E89BED6,GOOGLE,c3e04d916c6b0201061916aafe41af4c0acac3db560680984461c6fc0e8607ff9362b4,-37693.396199,5640.505402,-37693.394814,339886.395905,278633.638264,0.988391,57.752845,102.000000,-29132.318014,20.008605,438888.888889,360.000000,284.794586,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-121249.234375,-32196.406250,443827159,443827879,-4472.533337,-65954.600539,-40436.003737,-16005.129168
32624,1769214719.413576365,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe4135056078b02095618c56afc74e99e4f9d860776b6d,15150.943646,11005.572965,15150.943011,346982.355220,260137.188755,0.979003,-56.792594,0.500000,30921.818653,22.499774,302777.777778,360.000000,16260.945312,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,112308.945312,15207.157227,444068854,444069574,19800.067884,23286.079019,9507.589225,11275.540618
32625,1769214719.444851160,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe4135056078b02095618c56afc74e99e4f9d860776b6d,15641.226561,11075.121854,15641.227548,345249.241960,287922.661680,0.980667,-56.189634,0.500000,30742.065928,22.514692,302777.777778,360.000000,16707.916016,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,112308.945312,15121.550781,444068855,444069575,11106.299073,26343.047133,18370.520651,8684.208706
32634,1769214719.506228924,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e0703fb,-17205.123731,11829.962659,-17205.125612,343186.571768,281355.452838,0.986928,60.464176,20.500000,-10553.379513,18.856108,595744.680851,376.000000,17452.789062,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-126046.890625,-31808.671875,444355567,444356319,-10104.658691,-73490.493813,-9298.662154,29858.194502
32635,1769214719.547862291,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e0703fb,-16622.240063,11863.622133,-16622.241935,343360.258880,294192.139137,0.988484,59.271355,20.500000,-10271.948542,18.887419,595744.680851,376.000000,17815.365234,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-126046.890625,-31633.460938,444355568,444356320,-1646.819541,-86550.553444,-4165.020836,33937.516724
32648,1769214719.814592600,37,0,C2:97:CC:47:79:BF,8E89BED6,TILE,bf7947cc97c20201060d16edfe02001d59b9b24ffa07010303edfe,21308.442543,6951.714031,21308.442865,271203.865832,222229.332054,0.947388,-80.070177,0.000000,11026.493789,22.949781,202702.702703,296.000000,16283.737305,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,15835.084961,12962.896484,444768760,444769352,34791.134294,28122.453321,-2031.758266,8963.838780
32655,1769214719.840973854,37,0,4A:99:D4:97:7F:6F,8E89BED6,SAMSUNG,6f7f97d4994a02010403025afd17165afd131ff90201825f7b715b06c1a7000000f2ac55a3,31785.084746,13288.653379,31785.084852,353098.094917,270180.299804,1.006623,-36.501207,3.000000,61203.611397,22.158057,244680.851064,376.000000,22573.429688,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,17606.437500,15433.107422,444841042,444841794,44120.721794,57844.066389,22299.973698,-5425.537072
32662,1769214719.881531239,37,0,F0:F6:16:D9:B9:56,8E89BED6,APPLE,56b9d916f6f01eff4c001219109c8c0caa1cb9a65e2bfa8a116b02224f70e0e31dc28f02c5,6817.882602,742.823084,6817.883580,358974.596427,264178.008841,0.927441,87.934531,2.500000,2721.830698,22.081844,492021.276596,376.000000,4179.473145,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,11224.853516,3590.795654,444921732,444922484,-553.165288,-30257.214251,54069.878127,18816.612722
32663,1769214719.914862871,37,0,F0:F6:16:D9:B9:56,8E89BED6,APPLE,56b9d916f6f01eff4c001219109c8c0caa1cb9a65e2bfa8a116b02224f70e0e31dc28f02c5,6264.240151,665.455895,6264.240406,358791.666901,278868.573660,0.928736,87.414740,2.500000,2595.941871,22.045991,492021.276596,376.000000,3955.012939,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,9856.508789,3488.520264,444921733,444922485,117.917368,-3862.095014,32925.921047,16358.402158
32665,1769214719.951050520,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe020096ae75425b3002340303edfe,-16041.001112,2130.859816,-16041.000309,279479.432083,215453.772440,1.020639,-34.038078,0.500000,-10271.654138,21.147866,243243.243243,296.000000,3850.604980,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-107527.171875,-15110.831055,444958463,444959055,2569.795486,-36955.768533,824.722238,-50157.093556
32666,1769214719.976320505,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe020096ae75425b3002340303edfe,-15597.435064,1758.824273,-15597.433411,279438.755082,236372.547455,1.019676,-34.786644,0.500000,-10617.593365,21.136096,243243.243243,296.000000,3634.215088,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-97226.093750,-15128.532227,444958464,444959056,-22056.998866,-29270.831285,11432.991777,-28601.424221
32670,1769214720.000476122,37,0,73:8F:00:75:F6:10,8E89BED6,SAMSUNG,10f675008f7302010403025afd17165afd131ff9028bfe1e2f4130e4aba700000091aa0d6f,-6615.598087,-7617.399084,-6615.597851,365068.415048,270133.142765,1.027658,36.547309,2.500000,23098.174798,24.017492,143617.021277,376.000000,3052.739502,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-3692.949951,849.953247,444997632,444998384,-30437.162860,28078.836448,589.338973,2779.238365
32671,1769214720.033624649,37,0,73:8F:00:75:F6:10,8E89BED6,SAMSUNG,10f675008f7302010403025afd17165afd131ff9028bfe1e2f4130e4aba700000091aa0d6f,-6492.148537,-7665.655679,-6492.148214,364500.486610,267257.816693,1.025973,37.123234,2.500000,22903.060202,23.998442,143617.021277,376.000000,2738.620850,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-1264.755371,774.308289,444997633,444998385,-28765.290663,13481.245741,-448.590225,17892.082969
32673,1769214720.265740633,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0049,-2633.147807,4283.531384,-2633.149125,360193.699354,275068.504242,0.963808,59.050656,2.500000,8206.525363,20.162295,361702.127660,376.000000,-2044.295044,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,3282.504639,16486.367188,445054695,445055447,1344.858484,3620.436030,-32728.327063,26104.164700
32674,1769214720.299359560,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0049,-3050.087758,4213.713270,-3050.088170,359362.628267,275794.909478,0.962594,59.252114,2.500000,8070.509213,20.066966,361702.127660,376.000000,-2211.838623,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-154.022507,16376.403320,445054696,445055448,26666.727771,-12306.434082,-36588.204098,9398.319200
32677,1769214720.333290815,37,0,EB:EE:5F:EC:7E:75,8E89BED6,APPLE,757eec5feeeb1eff4c00121960435293f60f12d3264f96a037a021ea02ff3a1288e6470026,-31816.251289,9859.651608,-31816.251286,346152.714904,272937.431618,0.996429,51.544062,101.000000,-5833.871519,19.763285,332446.808511,376.000000,2227.953125,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-118489.531250,-37718.562500,445074527,445075279,-4055.228799,-99598.491839,-21274.098820,-15547.029773
32683,1769214720.397540092,37,0,C8:48:BB:51:E1:A0,8E89BED6,APPLE,a0e151bb48c81eff4c00121910ead3335f3e0162b4b803d9c9b2474a29f4aea89c455d0288,32746.098325,12541.564820,32746.098882,353056.265325,262737.569765,0.991105,51.752111,2.500000,42168.004149,22.767292,172872.340426,376.000000,15175.278320,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,31599.685547,24278.601562,445279991,445280743,43170.760309,29787.518108,28439.117409,40519.240315
32685,1769214720.434790850,37,0,5D:11:0C:1F:76:DD,8E89BED6,GOOGLE,dd761f0c115d0201061916aafe4034a93d2b5b656293f8f1bb6f847583cbc36af61009,-3692.459890,6059.123041,-3692.460465,338089.723388,264474.455435,0.956368,-68.192484,0.500000,15391.914018,21.214700,302777.777778,360.000000,9609.413086,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-7435.797363,-5490.914551,445318492,445319212,6264.899123,5730.387963,-9773.283171,-17755.041292
32693,1769214720.491663694,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41995b27562a548df6d8cb869a2bb7c10da20dd5a0dd,-5280.978780,8495.741727,-5280.979053,361533.073758,286775.973811,1.000389,-44.614986,0.500000,8029.632387,20.641460,416666.666667,360.000000,7086.476562,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-19460.091797,-3306.026611,445394800,445395520,-12725.929331,-88.938701,-246.232190,-6150.378180
32707,1769214720.527129650,37,0,DC:D9:17:9B:A7:45,8E89BED6,TILE,45a79b17d9dc0201060303edfe0d16edfe0200b3638bc638caebb4,-6405.648814,-4485.893721,-6405.650421,271481.575014,206729.879155,0.927340,74.054425,2.000000,4110.381388,22.108272,364864.864865,296.000000,1356.655884,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-38515.703125,-1079.490356,445467087,445467679,-33644.287556,-6032.296152,5783.118556,45037.471272
32708,1769214720.547008991,37,0,DC:D9:17:9B:A7:45,8E89BED6,TILE,45a79b17d9dc0201060303edfe0d16edfe0200b3638bc638caebb4,-5962.323373,-4543.682530,-5962.322885,271072.234844,228784.034561,0.929376,73.714137,2.000000,3977.124287,22.029163,364864.864865,296.000000,1410.901489,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-32194.625000,-1117.438354,445467088,445467680,-47312.354912,89.303431,52613.980072,10247.435946
32719,1769214720.768937588,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e02c7,6252.242849,11586.607289,6252.243665,338300.579190,270588.653791,1.053639,-2.869872,3.500000,23542.817453,22.321524,223404.255319,376.000000,4066.397461,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,8423.764648,15636.122070,445552109,445552861,51687.741946,-4035.238229,3293.455653,-18183.133103
32722,1769214720.803752184,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb702de,5229.643878,2625.161637,5229.644074,330246.474915,260557.466187,1.070507,21.973519,2.500000,24179.096927,23.203745,167553.191489,376.000000,-1391.824585,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-1266.873779,10748.684570,445566809,445567561,19801.176472,-14367.026319,-4264.163337,-7669.516384
32731,1769214720.846705675,37,0,DC:EB:42:AA:4A:42,8E89BED6,APPLE,424aaa42ebdc1eff4c0012192058f4a1db33445b6d87271faa25e6ff3650d25231e55502b9,27055.670007,11694.368550,27055.669718,330034.908246,248650.305913,0.985604,53.774239,75.000000,39443.630940,24.494421,183510.638298,376.000000,15372.869141,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,23214.150391,41991.308594,445665640,445666392,21090.544444,23554.298118,32114.119588,34932.426033
32732,1769214720.881611824,37,0,7E:66:9C:08:32:A3,8E89BED6,SAMSUNG,a332089c667e02010403025afd17165afd131ff902b8d92caa6cfd96a2a7000000eec398ca,-5366.336721,7558.981704,-5366.335506,220484.608087,182192.148556,1.005381,38.385305,2.500000,20606.637489,22.843572,375000.000000,376.000000,9383.570312,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-37495.539062,-2268.611572,445667014,445667766,-8056.921050,29164.118457,-1516.926226,-33349.471298
32733,1769214720.916231632,37,0,7E:66:9C:08:32:A3,8E89BED6,SAMSUNG,a332089c667e02010403025afd17165afd131ff902b8d92caa6cfd96a2a7000000eec398ca,-5216.416258,7851.672919,-5216.415653,220455.923369,200091.825951,1.004593,38.813857,2.500000,20372.496886,22.850337,375000.000000,376.000000,9261.685547,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-37138.476562,-2303.613770,445667015,445667767,-19630.445265,22168.882337,3022.175921,-14958.689995
32757,1769214720.979478359,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41e50f2ddfc78a71de9c1f38afa80e49c5c02ad0e3db,-15467.691044,3923.904150,-15467.690870,345589.899325,270961.376951,1.035047,10.240178,1.000000,6850.244931,23.005390,372222.222222,360.000000,6235.620117,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-20558.171875,-4795.383789,445944210,445944930,-15262.545212,16077.039943,-17942.700565,-39352.590202
32758,1769214721.010470629,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41e50f2ddfc78a71de9c1f38afa80e49c5c02ad0e3db,-14969.888798,3973.739157,-14969.888585,345415.845571,282260.717037,1.033309,9.836066,1.000000,6689.167953,23.033883,372222.222222,360.000000,5803.952148,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-20558.171875,-4879.922363,445944211,445944931,-10516.776187,25104.946971,-44672.385081,-31276.258465
32773,1769214721.249684334,37,0,D1:CF:9E:9A:9A:B6,8E89BED6,APPLE,b69a9a9ecfd11eff4c0012196052b39d011feb04e1f3b848b5f48f3406a166418956cd012e,-21979.956387,10733.345877,-21979.956960,353269.967622,278712.863464,0.985133,62.601388,100.000000,-12010.283237,19.188674,268617.021277,376.000000,11140.196289,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-87780.937500,-19621.216797,446130478,446131230,-24238.777419,-71844.276525,-46724.312660,60754.907386
32774,1769214721.289402962,37,0,D1:CF:9E:9A:9A:B6,8E89BED6,APPLE,b69a9a9ecfd11eff4c0012196052b39d011feb04e1f3b848b5f48f3406a166418956cd012e,-21365.263756,11202.783704,-21365.264699,352894.122568,279123.065426,0.983742,63.160470,100.000000,-11698.961693,19.175064,268617.021277,376.000000,11663.607422,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-85920.257812,-19582.197266,446130479,446131231,-7504.239045,-104968.320990,-31524.476197,41980.745043
