idx	AdvA	status	method	crc_calc_orig_hex	crc_rx_hex	fix_pos	fix_bit	hp_msb_hex_fixed_or_padded	crc_field_msb_hex_shifted	pad_bits
4550	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
4551	44:26:EB:7A:64:52	CRC_BAD	UNFIXED	3e5827	fe801e					
4552	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	5606cc	6d652c					
4553	C2:97:A0:09:6A:11	ORIG_OK	ORIG_OK	25957f	25957f					
4554	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	12d9a1	771cf1					
4555	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	bf4013	7ef9b6					
4556	57:A4:BC:C5:8D:C9	CRC_BAD	UNFIXED	0d9bf4	fae2ed					
4557	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	ba79ee	2b5f61					
4558	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
4559	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
4560	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	9d092d	b82370					
4561	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	4368c0	478880					
4562	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	c2ce4b	e52fd5					
4563	4A:01:B9:78:EA:1D	ORIG_OK	ORIG_OK	01b2ca	01b2ca					
4564	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
4565	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	0592f1	94a14d					
4566	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	06a683	12b7c6					
4567	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	bc089c	42917a					
4568	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
4569	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	ef622e	ed4377					
4570	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	29cf84	f2da5e					
4571	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	ea912e	79f896					
4572	C6:71:C1:4D:DA:68	CRC_BAD	UNFIXED	763ccb	81040f					
4573	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	49f8f4	189057					
4574	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
4575	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	7ef9b6	7ef9b7					
4576	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	8e0667	cf199a					
4577	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	b82370	b83571					
4578	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	478880	440080					
4579	E5:80:FD:45:9B:E9	ORIG_OK	ORIG_OK	97e71e	97e71e					
4580	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
4581	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	d4940a	01b2ca					
4582	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
4583	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	a9dc18	c79fa5					
4584	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	46fb94	e73ced					
4585	E9:5A:FF:9E:46:7C	CRC_BAD	UNFIXED	fdd654	12b7c6					
4586	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	cbd907	52917a					
4587	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	5a0c53	372bcd					
4588	7F:CC:BF:0B:DA:DE	CRC_BAD	UNFIXED	7c3cef	ef4377					
4589	D5:30:D6:1E:D7:F2	CRC_BAD	UNFIXED	b27dfb	c962ea					
4590	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0e98c9	0e98c9					
4591	52:54:3A:99:8C:AB	CRC_BAD	UNFIXED	e349f2	763a5e					
4592	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	e4bfa6	43a866					
4593	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	f121ba	6d652c					
4594	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	b3f621	989047					
4595	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	4f911f	771cf1					
4596	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	7bfc8a	2b5f61					
4597	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
4598	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	d322cb	528bab					
4599	EA:32:7A:C5:8D:BF	ORIG_OK	ORIG_OK	5707a0	5707a0					
4600	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	7479c0	478880					
4601	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
4602	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
4603	CB:F7:96:33:13:93	CRC_BAD	UNFIXED	367317	e7b78d					
4604	F6:FE:7E:BD:C4:B3	CRC_BAD	UNFIXED	70361f	42917a					
4605	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	372bcd	3641cb					
4606	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	bc803d	ae67d7					
4607	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	3bfb64	c962ea					
4608	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	34fa3a	be8adf					
4609	72:5F:3A:9B:8C:A8	CRC_BAD	UNFIXED	cc35f5	72da5e					
4610	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	4fe777	39f896					
4611	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	aa2dca	6d652c					
4612	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ef9b6	7ef9b6					
4613	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	f1960f	2b5f61					
4614	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	d79ac2	528bab					
4615	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	e52fd5	e5ffd5					
4616	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	f53d7f	496078					
4617	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	475cab	e7b78f					
4618	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	9d7340	42917a					
4619	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	372bcd	c72bcd					
4620	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	fe8770	0e98c9					
4621	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	64ebf8	72da5e					
4622	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	b64c97	03b8a6					
4623	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6d652c	6d652c					
4624	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	ba45a3	b6f9b6					
4625	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	aefa25	cf199a					
4626	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	2bac65	2b5f61					
4627	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
4628	7A:B4:F2:F8:AA:DD	CRC_BAD	UNFIXED	762c6d	478880					
4629	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	1a1227	9191fd					
4630	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
4631	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	8ea572	c7911c					
4632	CB:F7:8A:33:13:13	CRC_BAD	UNFIXED	c4bd9f	e7b78d					
4633	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
4634	43:CF:E8:02:99:95	CRC_BAD	UNFIXED	03a3b7	372bcd					
4635	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	ea35f7	ef4377					
4636	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	a3b4a9	c963ea					
4637	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	498ec6	be8ad5					
4638	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
4639	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
4640		CRC_BAD	UNFIXED	9909e2	81040f					
4641	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	36ca3f	92b9b6					
4642	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	959a5d	cf199a					
4643	57:A4:BC:C5:0D:49	CRC_BAD	UNFIXED	c51a8c	faa2ed					
4644	EA:32:7A:C5:8D:BF	ORIG_OK	ORIG_OK	5707a0	5707a0					
4645	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	5c9c3a	478880					
4646	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	6e851b	bc2370					
4647	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
4648	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	1fa3ef	01b2ca					
4649	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	19120c	495718					
4650	CB:47:96:33:13:13	CRC_BAD	UNFIXED	6825cd	e7b78d					
4651	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	a07581	42917a					
4652	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	ff765b	ef4377					
4653	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	896434	be8ad5					
4654	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
4655	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	d168d0	81040f					
4656	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	7ef9b6	7e59b6					
4657	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
4658	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	5f526e	fae2ed					
4659	F6:32:62:ED:92:3D	CRC_BAD	UNFIXED	b4b2fc	2b5f61					
4660	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	de7c03	c8bb0b					
4661	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	6470f1	5707a0					
4662	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
4663	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	c6c205	c79fa5					
4664	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	8c9ded	528ccd					
4665	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	e59ac3	268de2					
4666	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
4667	43:CF:E8:02:99:A5	FIXED	INS_TRUST	372120	372bcd	291	1	06c4a5994017f3c24080609868557f0269c2b799091b984b9388cdcd9ca395fd45b5bc889e		
4668	7F:2C:BF:4B:DA:DE	CRC_BAD	UNFIXED	6d9d3b	ef4377					
4669	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	cd7bdf	0e98c9					
4670	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	e38225	72da5e					
4671	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	ad1125	6d652c					
4672	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	acd6ed	7ef9b6					
4673	42:7D:81:1B:81:A1	CRC_BAD	UNFIXED	4e4e0b	cf199a					
4674	53:A4:BC:C5:0D:D9	CRC_BAD	UNFIXED	1ba7d8	fae2ed					
4675	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	196569	196569					
4676	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	3a84e3	7e8bab					
4677	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	40d389	54c880					
4678	74:E3:6C:AF:C8:2A	CRC_BAD	UNFIXED	bcda39	e52fd5					
4679	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	01b2ca	01b2aa					
4680	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
4681	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	ab07d6	d4f11c					
4682	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	ee9ff4	da9ff4					
4683	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	8758b5	95b14d					
4684	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	42917a	42b17a					
4685	7F:CC:BF:4B:DA:DE	ORIG_OK	ORIG_OK	ef4377	ef4377					
4686	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	4f4dc4	be8ad5					
4687	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
4688	69:8B:6F:B2:2D:F6	ORIG_OK	ORIG_OK	989047	989047					
4689	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6d652c	6d652c					
4690	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	1cc101	1cc101					
4691	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	ca7ebc	771cf1					
4692	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ef9b6	7ef9b6					
4693	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	d045ff	cf199a					
4694	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	14a1aa	c8bb0b					
4695	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	f9ddc7	54c880					
4696	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
4697	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
4698	7C:24:AF:57:9B:5D	ORIG_OK	ORIG_OK	b82370	b82370					
4699	CE:AA:AB:D2:FB:89	CRC_BAD	UNFIXED	983f42	c79fa5					
4700	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
4701	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	cdcca6	0ec0ce					
4702	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	4858d1	ef4377					
4703	52:5C:3A:9B:8C:AB	CRC_BAD	UNFIXED	9f7a31	535cfe					
4704	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	979d47	43a866					
4705	69:8B:6F:B2:2D:F6	ORIG_OK	ORIG_OK	989047	989047					
4706	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	5454b1	6d652c					
4707	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	1cc101	1cc101					
4708	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	3fd12d	cf199a					
4709	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	fae2ed	fae2ed					
4710	7A:B4:F4:F8:AA:DD	ORIG_OK	ORIG_OK	478880	478880					
4711	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
4712	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	6cd7e0	5707a0					
4713	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	ec6edb	e52fd5					
4714	D2:99:4B:25:3A:8F	CRC_BAD	UNFIXED	4bb362	565827					
4715	4A:01:B9:78:EA:1D	ORIG_OK	ORIG_OK	01b2ca	01b2ca					
4716	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c79fa5	c79fa5					
4717	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	3c374e	ee9ff4					
4718	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	e43ede	e7b78d					
4719	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
4720	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	de3de8	0e98c9					
4721	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
4722		CRC_BAD	UNFIXED	9b7645	43a866					
4723	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	c4d09d	989047					
4724	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
4725	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	77059d	771cf1					
4726	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ef9b6	7ef9b6					
4727	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	298fc8	fae2ed					
4728		CRC_BAD	UNFIXED	e6b43f	c8bb0b					
4729	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	515f03	528bab					
4730	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
4731	EA:32:7A:C5:8D:BF	ORIG_OK	ORIG_OK	5707a0	5707a0					
4732	D2:99:4B:25:3A:8F	ORIG_OK	ORIG_OK	565827	565827					
4733		CRC_BAD	UNFIXED	c75608	01b2ca					
4734	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
4735	F0:E3:99:3D:ED:D4	CRC_BAD	UNFIXED	fc4105	ee9ff4					
4736	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	e6e69b	e7a14d					
4737	E9:5A:FB:9E:46:7C	ORIG_OK	ORIG_OK	12b7c6	12b7c6					
4738	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	148a9f	42917a					
4739	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	737f9c	372bcd					
4740	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	6a521e	ef4377					
4741	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	51be1a	6d652c					
4742	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
4743	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
4744	F4:3A:68:DD:7E:C0	CRC_BAD	UNFIXED	3e9e15	7ef9b6					
4745	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	948bb5	fae2ed					
4746	FF:E8:62:AC:0E:D2	ORIG_OK	ORIG_OK	c8bb0b	c8bb0b					
4747	D0:6C:78:47:39:4F	CRC_BAD	UNFIXED	1a2b83	528bab					
4748	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	76408d	5707a0					
4749	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	18bd1c	b82370					
4750	D2:99:4B:25:3A:8F	CRC_BAD	UNFIXED	56c312	765817					
4751	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	eab28f	ee9ff4					
4752	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	8770c3	c7b78d					
4753	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
4754	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	be8ad5	be8a95					
4755	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
4756	69:8B:6F:B2:2D:F6	ORIG_OK	ORIG_OK	989047	989047					
4757	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	95f72f	ed652c					
4758	C2:97:A0:09:6A:11	ORIG_OK	ORIG_OK	25957f	25957f					
4759	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	cfae26	cf199a					
4760	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	a4f08e	7ef93a					
4761	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	530f24	2b5f61					
4762	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	478880	54df44					
4763	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	9bd276	9191fd					
4764	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	528bab	df8ba3					
4765	EA:0A:7A:C5:8D:BF	CRC_BAD	UNFIXED	e81587	5707a0					
4766	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	94c133	ceeeba					
4767	D2:99:4B:25:3A:8F	CRC_BAD	UNFIXED	f577f4	57781a					
4768	CE:AA:A3:D2:EC:09	CRC_BAD	UNFIXED	8d047f	c79fa5					
4769	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	7212d2	ee9ff4					
4770	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	654a76	e7b78d					
4771	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	b10124	e54377					
4772	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	3b8cdc	be8ad5					
4773	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	ae6f2b	43a866					
4774	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	663a40	cf199a					
4775	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	fae2ed	fae2ed					
4776	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	196569	196569					
4777	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	91d7d4	e52fd5					
4778	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	4e7499	528baa					
4779	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	7d2f8d	b04c7a					
4780	7C:24:AF:57:9B:5D	ORIG_OK	ORIG_OK	b82370	b82370					
4781	D2:99:4B:25:3A:8F	CRC_BAD	UNFIXED	6b60de	89dd8e					
4782	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c79fa5	c79fa5					
4783	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	908aa2	ee9ff4					
4784	E9:5A:FB:9E:46:7C	ORIG_OK	ORIG_OK	12b7c6	12b7c6					
4785	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	e4c529	373bc5					
4786	7F:CC:BF:4B:DA:DE	ORIG_OK	ORIG_OK	ef4377	ef4377					
4787	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	19c7cb	c962ea					
4788	44:27:8B:7A:64:75	CRC_BAD	UNFIXED	68e652	43a866					
4789	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6d652c	6d652c					
4790	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
4791	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	b1f8b4	7ef9b6					
4792	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	fae2ed	fae2ed					
4793	7A:B4:F4:F8:2A:DD	CRC_BAD	UNFIXED	554b3c	478880					
4794	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	966ff8	e52fd5					
4795	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	8666c4	b82370					
4796	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	495718	49571f					
4797	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c79fa5	c79fa5					
4798	CB:F7:96:33:13:13	ORIG_OK	ORIG_OK	e7b78d	e7b78d					
4799	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	7b94bb	10b7c6					
4800	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
4801	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	fe2670	e70a75					
4802	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	068ace	5e3217					
4803	D5:30:D6:9E:D7:F2	ORIG_OK	ORIG_OK	c962ea	c962ea					
4804	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	0e98c9	0e9f49					
4805	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	32049a	53da7e					
4806	69:8B:6F:B2:2D:F6	ORIG_OK	ORIG_OK	989047	989047					
4807	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	848aa2	43a866					
4808	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	cad7f1	e5242f					
4809	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	cf199a	cf1bba					
4810	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	1b9609	771cf1					
4811	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ef9b6	7ef9b6					
4812	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	885342	cab841					
4813	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
4814	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
4815	3C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	1b4e17	b02370					
4816	E5:80:FD:45:9B:E9	ORIG_OK	ORIG_OK	97e71e	97e71e					
4817	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	52a026	01b2ca					
4818	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	596df2	c79fa5					
4819	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	d3bae9	aedfbc					
4820	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	b4dd0f	84a14d					
4821	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	1e5aaf	372bcd					
4822	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	373169	da3e3f					
4823	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	dc740f	72a241					
4824	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	5e2426	43a866					
4825	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6d652c	6d652c					
4826	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	99bc1f	d4df54					
4827	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2b5f61	2b5f61					
4828	FF:E8:62:AC:0E:D2	ORIG_OK	ORIG_OK	c8bb0b	c8bb0b					
4829	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	d73e5e	9191fd					
4830	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	5b08f4	5707a0					
4831	7C:E4:AF:57:9B:5D	CRC_BAD	UNFIXED	e258ec	b82370					
4832	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
4833	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	c0b58d	e7b78d					
4834	E9:1A:FB:9E:46:7C	CRC_BAD	UNFIXED	8d5a5b	12b7c6					
4835	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	2b6397	b0abc5					
4836	7F:CC:BF:4B:DA:FE	CRC_BAD	UNFIXED	033968	ef4377					
4837	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	d57c82	42fe27					
4838	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	07c651	0e9ec9					
4839	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
4840	6D:8B:6B:B2:6D:F6	CRC_BAD	UNFIXED	a2aa36	ea9747					
4841	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	fdcd7f	72da5e					
4842	C7:70:C1:4D:DA:68	CRC_BAD	UNFIXED	7998f0	6d652c					
4843	57:A4:BE:C5:0D:C9	CRC_BAD	UNFIXED	1472ed	4b6d81					
4844	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	e82f3e	e52fd5					
4845	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
4846	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	92fcfb	b82a72					
4847	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	f4f423	01b2ca					
4848	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	ca859b	495342					
4849	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c79fa5	c79fa5					
4850	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	16f298	e7b78d					
4851	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	7e2703	12b7c6					
4852	56:CF:E8:02:99:A5	CRC_BAD	UNFIXED	cb4962	372bcd					
4853	F6:FF:3E:BD:D0:B3	CRC_BAD	UNFIXED	97499a	42fe27					
