idx,mac,cluster,t
1021,49:25:F4:02:F1:57,0,1760148132.261674
1022,6F:BD:31:06:60:8F,0,1760148132.269953
1023,67:1B:76:98:F8:0A,0,1760148132.272506
1024,67:1B:76:98:F8:0A,0,1760148132.272663
1025,58:1D:3E:9A:9C:CF,0,1760148132.274547
1026,58:1D:3E:9A:9C:CF,0,1760148132.274587
1027,58:1D:3E:9A:9C:CF,0,1760148132.274736
1028,58:1D:3E:9A:9C:CF,0,1760148132.274842
1029,49:25:F4:02:F1:57,2,1760148132.316750
1030,EE:A8:E4:DF:CD:E9,1,1760148132.336008
1031,49:25:F4:02:F1:57,4,1760148132.371813
1032,6F:BD:31:06:60:8F,4,1760148132.378386
1033,67:1B:76:98:F8:0A,4,1760148132.380189
1034,67:1B:76:98:F8:0A,3,1760148132.380344
1035,6F:BD:31:06:60:8F,1,1760148132.417825
1036,6F:BD:31:06:60:8F,1,1760148132.417912
1037,49:25:F4:02:F1:57,1,1760148132.426306
1038,49:25:F4:02:F1:57,1,1760148132.426372
1039,49:25:F4:02:F1:57,1,1760148132.426539
1040,49:25:F4:02:F1:57,1,1760148132.426580
1041,6F:BD:31:06:60:8F,0,1760148132.458547
1042,49:25:F4:02:F1:57,0,1760148132.480539
1043,49:25:F4:02:F1:57,0,1760148132.480589
1044,49:25:F4:02:F1:57,0,1760148132.480746
1045,49:25:F4:02:F1:57,0,1760148132.480783
1046,6F:BD:31:06:60:8F,8,1760148132.527995
1047,E9:E0:F5:D9:0D:AC,8,1760148132.529021
1048,E9:E0:F5:D9:0D:AC,8,1760148132.529066
1049,F7:8F:C1:10:E6:75,8,1760148132.533541
1050,F7:8F:C1:10:E6:75,8,1760148132.533695
1051,F7:8F:C1:10:E6:75,8,1760148132.533730
1052,49:25:F4:02:F1:57,8,1760148132.535789
1053,49:25:F4:02:F1:57,8,1760148132.535833
1054,49:25:F4:02:F1:57,8,1760148132.535998
1055,49:25:F4:02:F1:57,8,1760148132.536044
1056,F0:9B:FA:B6:46:83,8,1760148132.539883
1057,E8:55:CC:56:2A:8F,0,1760148132.553024
1058,E8:55:CC:56:2A:8F,0,1760148132.553206
1059,D7:80:75:4B:C7:23,0,1760148132.553880
1060,D7:80:75:4B:C7:23,0,1760148132.554058
1061,67:1B:76:98:F8:0A,0,1760148132.556283
1062,58:1D:3E:9A:9C:CF,0,1760148132.559285
1063,49:25:F4:02:F1:57,0,1760148132.591994
1064,49:25:F4:02:F1:57,0,1760148132.592074
1065,FB:03:54:DD:28:BC,1,1760148132.635739
1066,FB:03:54:DD:28:BC,1,1760148132.635826
1067,FB:03:54:DD:28:BC,1,1760148132.636000
1068,FB:03:54:DD:28:BC,1,1760148132.636037
1069,49:25:F4:02:F1:57,0,1760148132.656764
1070,49:25:F4:02:F1:57,0,1760148132.656840
1071,E8:E7:6B:AB:25:1B,4,1760148132.659990
1072,E8:E7:6B:AB:25:1B,4,1760148132.660042
1073,49:25:F4:02:F1:57,1,1760148132.711459
1074,49:25:F4:02:F1:57,1,1760148132.711543
1075,49:25:F4:02:F1:57,1,1760148132.711697
1076,49:25:F4:02:F1:57,1,1760148132.711734
1077,67:1B:76:98:F8:0A,1,1760148132.720477
1078,67:1B:76:98:F8:0A,0,1760148132.720637
1079,6F:BD:31:06:60:8F,1,1760148132.722980
1080,58:1D:3E:9A:9C:CF,1,1760148132.724437
1081,49:25:F4:02:F1:57,3,1760148132.765715
1082,49:25:F4:02:F1:57,3,1760148132.765797
1083,CA:18:06:4A:A6:34,3,1760148132.777015
1084,58:1D:3E:9A:9C:CF,3,1760148132.779407
1085,58:1D:3E:9A:9C:CF,3,1760148132.779565
1086,44:E7:49:C8:0F:F0,3,1760148132.785297
1087,49:25:F4:02:F1:57,1,1760148132.819829
1088,49:25:F4:02:F1:57,1,1760148132.820078
1089,67:1B:76:98:F8:0A,1,1760148132.828593
1090,6F:BD:31:06:60:8F,1,1760148132.833630
1091,58:1D:3E:9A:9C:CF,1,1760148132.834436
1092,49:25:F4:02:F1:57,5,1760148132.874305
1093,49:25:F4:02:F1:57,5,1760148132.874380
1094,6F:BD:31:06:60:8F,5,1760148132.874888
1095,67:1B:76:98:F8:0A,5,1760148132.882694
1096,58:1D:3E:9A:9C:CF,5,1760148132.888515
1097,49:25:F4:02:F1:57,3,1760148132.928732
1098,49:25:F4:02:F1:57,3,1760148132.928808
1099,E9:E0:F5:D9:0D:AC,3,1760148132.936228
1100,F7:8F:C1:10:E6:75,3,1760148132.939546
1101,F7:8F:C1:10:E6:75,3,1760148132.939695
1102,F0:9B:FA:B6:46:83,3,1760148132.946628
1103,F0:9B:FA:B6:46:83,3,1760148132.946781
1104,E8:55:CC:56:2A:8F,5,1760148132.958279
1105,E8:55:CC:56:2A:8F,5,1760148132.958450
1106,E8:55:CC:56:2A:8F,5,1760148132.958483
1107,D7:80:75:4B:C7:23,5,1760148132.960310
1108,D7:80:75:4B:C7:23,5,1760148132.960349
1109,D7:80:75:4B:C7:23,5,1760148132.960485
1110,D7:80:75:4B:C7:23,5,1760148132.960525
1111,49:25:F4:02:F1:57,5,1760148132.984188
1112,49:25:F4:02:F1:57,5,1760148132.984355
1113,61:32:E8:60:D5:55,5,1760148132.990837
1114,52:5A:5E:12:10:1C,1,1760148133.014946
1115,49:25:F4:02:F1:57,1,1760148133.037948
1116,49:25:F4:02:F1:57,1,1760148133.037999
1117,49:25:F4:02:F1:57,1,1760148133.038153
1118,49:25:F4:02:F1:57,1,1760148133.038193
1119,FB:03:54:DD:28:BC,2,1760148133.040247
1120,61:32:E8:60:D5:55,1,1760148133.045659
1121,67:1B:76:98:F8:0A,1,1760148133.045857
1122,67:1B:76:98:F8:0A,2,1760148133.046056
1123,E8:E7:6B:AB:25:1B,2,1760148133.065265
1124,E8:E7:6B:AB:25:1B,2,1760148133.065351
1125,E8:E7:6B:AB:25:1B,2,1760148133.065534
1126,E8:E7:6B:AB:25:1B,2,1760148133.065573
1127,52:5A:5E:12:10:1C,2,1760148133.069039
1128,52:5A:5E:12:10:1C,2,1760148133.069262
1129,52:5A:5E:12:10:1C,2,1760148133.069318
1130,FC:BE:F5:F1:0A:67,2,1760148133.080457
1131,49:25:F4:02:F1:57,2,1760148133.094034
1132,49:25:F4:02:F1:57,2,1760148133.094083
1133,49:25:F4:02:F1:57,2,1760148133.094239
1134,49:25:F4:02:F1:57,2,1760148133.094280
1135,49:25:F4:02:F1:57,2,1760148133.147515
1136,49:25:F4:02:F1:57,2,1760148133.147593
1137,49:25:F4:02:F1:57,2,1760148133.147751
1138,49:25:F4:02:F1:57,2,1760148133.147789
1139,EE:A8:E4:DF:CD:E9,2,1760148133.148059
1140,67:1B:76:98:F8:0A,2,1760148133.166613
1141,58:1D:3E:9A:9C:CF,2,1760148133.175463
1142,52:5A:5E:12:10:1C,2,1760148133.177862
1143,52:5A:5E:12:10:1C,2,1760148133.178031
1144,49:25:F4:02:F1:57,1,1760148133.214928
1145,49:25:F4:02:F1:57,1,1760148133.215133
1146,49:25:F4:02:F1:57,5,1760148133.269245
1147,49:25:F4:02:F1:57,5,1760148133.269334
1148,6F:BD:31:06:60:8F,5,1760148133.289158
1149,49:25:F4:02:F1:57,3,1760148133.324800
1150,49:25:F4:02:F1:57,3,1760148133.325043
1151,6F:BD:31:06:60:8F,3,1760148133.331340
1152,E8:DC:4C:47:ED:06,3,1760148133.338349
1153,E8:DC:4C:47:ED:06,3,1760148133.338530
1154,52:5A:5E:12:10:1C,3,1760148133.344717
1155,E9:E0:F5:D9:0D:AC,3,1760148133.345431
1156,E9:E0:F5:D9:0D:AC,3,1760148133.345472
1157,F7:8F:C1:10:E6:75,3,1760148133.348268
1158,E8:55:CC:56:2A:8F,1,1760148133.366274
1159,E8:55:CC:56:2A:8F,1,1760148133.366446
1160,F0:9B:FA:B6:46:83,1,1760148133.366594
1161,F0:9B:FA:B6:46:83,1,1760148133.366737
1162,D7:80:75:4B:C7:23,1,1760148133.368739
1163,D7:80:75:4B:C7:23,1,1760148133.368780
1164,D7:80:75:4B:C7:23,1,1760148133.368924
1165,D7:80:75:4B:C7:23,1,1760148133.368960
1166,6F:BD:31:06:60:8F,1,1760148133.372257
1167,49:25:F4:02:F1:57,1,1760148133.380082
1168,49:25:F4:02:F1:57,1,1760148133.380263
1169,49:25:F4:02:F1:57,1,1760148133.380309
1170,58:1D:3E:9A:9C:CF,1,1760148133.396878
1171,58:1D:3E:9A:9C:CF,1,1760148133.397048
1172,52:5A:5E:12:10:1C,1,1760148133.399993
1173,52:5A:5E:12:10:1C,1,1760148133.400148
1174,49:25:F4:02:F1:57,1,1760148133.434123
1175,49:25:F4:02:F1:57,1,1760148133.434197
1176,6F:BD:31:06:60:8F,1,1760148133.442389
1177,61:32:E8:60:D5:55,0,1760148133.442872
1178,FB:03:54:DD:28:BC,1,1760148133.450838
1179,58:1D:3E:9A:9C:CF,1,1760148133.452599
1180,58:1D:3E:9A:9C:CF,0,1760148133.452762
1181,E8:E7:6B:AB:25:1B,2,1760148133.475981
1182,E8:E7:6B:AB:25:1B,2,1760148133.476063
1183,6F:BD:31:06:60:8F,3,1760148133.483613
1184,49:25:F4:02:F1:57,2,1760148133.488935
1185,49:25:F4:02:F1:57,2,1760148133.488980
1186,49:25:F4:02:F1:57,2,1760148133.489137
1187,49:25:F4:02:F1:57,2,1760148133.489180
